resolution/frame,1,2,4,8,16,32
160x90,0.08289,0.16504,0.32202,0.66113,1.3374,2.58228
160x100,0.08887,0.17664,0.35486,0.72412,1.4408,2.84875
160x120,0.10352,0.21045,0.42542,0.84766,1.74744,3.32483
320x180,0.28442,0.57092,1.15015,2.26929,4.58569,8.9801
320x200,0.30994,0.63257,1.28052,2.49951,4.95752,9.98364
320x240,0.36426,0.77209,1.51477,2.9657,5.9104,11.84814
480x270,0.60718,1.24854,2.49792,4.90967,9.83545,19.72791
480x300,0.70935,1.41614,2.79736,5.5177,10.73572,21.72498
480x360,0.91174,1.74414,3.4314,6.50354,12.75244,25.73779
640x360,1.15906,2.29236,4.37354,8.51672,16.88367,33.75671
640x400,1.26575,2.54907,4.82861,9.44336,19.07983,37.72314
640x480,1.5697,3.05969,5.7113,11.15955,22.51929,44.59119
800x450,1.80505,3.47888,6.63098,13.11377,26.36926,51.73511
800x500,1.96777,3.85449,7.57556,15.24304,29.24219,57.64197
800x600,2.35754,4.56189,8.66223,17.38049,34.99011,69.02014
1024x576,2.94763,5.42151,10.58252,21.81506,43.15173,84.76477
1024x640,2.39209,4.73242,9.50769,19.88574,38.87708,78.00244
1024x768,2.98889,6.56567,11.39758,23.61401,46.61877,94.49683
1280x720,4.08923,7.34729,14.11987,26.3053,52.40149,107.42139
1280x800,3.08386,6.94885,14.75403,29.37061,56.61975,112.90051
1280x960,3.28308,6.30994,12.49744,24.81506,50.80457,103.51721
1440x900,3.55798,7.24536,12.89502,26.14697,53.50916,104.35596
1440x1080,3.36279,6.99536,13.73669,27.0835,52.47363,106.54675
1920x1080,3.88184,7.89441,15.74768,29.7063,59.38538,121.96765
