Scaling Factor,INTER_NEAREST (MAE),INTER_LINEAR (MAE),INTER_CUBIC (MAE),INTER_AREA (MAE),INTER_LANCZOS4 (MAE)
0.1,103.3423897072121,105.23902440954137,107.2532467312283,107.2984619140625,113.77536462854457
0.2,104.50859069824219,113.43403455946182,112.20285203721787,105.19487903736254,119.06603156195749
0.3,99.07537446198639,100.42430453830296,98.70588627567997,92.51803871437356,97.21493134675201
0.4,102.8938559072989,110.83490329318576,107.46709357367624,97.01155542444302,111.4503349021629
0.5,64.44748150860822,72.90546784577545,84.53874545627171,73.30082080982348,106.45543698911317
0.6,95.36527393482348,96.3387671576606,90.97133834273725,89.62547019675925,101.85082103587965
0.7,93.887860333478,85.56021061650029,70.77550195764614,79.24662272135416,74.7674718786169
0.8,88.25099521213109,80.12956294307003,64.71388866283277,65.72845176414206,69.69042234067565
0.9,93.48651688187212,81.60589090983072,61.78404857494213,76.95688148781106,55.38798579463251
1,0.0,0.0,0.0,0.0,0.0
