size,image_quality,1,2,4,8,16,32
14400,160x90,263,278,418,518,565,609
16000,160x100,269,269,403,469,570,717
19200,160x120,259,332,462,501,636,1052
43200,240x180,350,476,524,671,665,1481
57600,320x180,417,552,520,736,667,862
64000,320x200,415,551,677,581,748,2011
76800,320x240,433,520,596,655,941,2290
129600,480x270,482,549,580,743,877,1163
144000,480x300,480,529,800,1048,839,1207
172800,480x360,558,618,851,815,884,1251
230400,640x360,615,773,670,775,1080,1424
256000,640x400,550,677,672,869,1074,1563
307200,640x480,530,699,745,843,1210,1776
360000,800x450,607,1034,1714,988,1233,2116
400000,800x500,600,1200,724,1006,1325,3897
480000,800x600,893,1303,795,1019,1580,4300
589824,1024x576,1039,748,2127,1194,3609,5100
655360,1024x640,667,1494,2316,1204,1912,4473
786432,1024x768,744,738,1013,1352,3888,3964
921600,1280x720,808,794,1073,1466,2635,6136
1024000,1280x800,729,779,2060,1659,2768,4881
1228800,1280x960,732,895,1147,1780,3181,5649
1296000,1440x900,797,891,1208,1856,3334,5851
1555200,1440x1080,1650,2258,1346,3945,5852,6878
2073600,1920x1080,1955,2591,1685,2768,4837,11397
