size,image_quality,1,2,4,8,16,32
14400,160x90,143,153,236,264,330,344
19200,160x120,142,201,255,290,353,760
25344,176x144,153,203,219,417,592,901
43200,240x180,190,241,360,325,603,830
57600,320x180,225,290,295,596,741,435
76800,320x240,239,296,390,330,782,1125
129600,480x270,333,388,651,948,1122,1541
172800,480x360,297,319,515,822,1172,678
230400,640x360,350,607,396,988,1710,1750
307200,640x480,490,716,823,515,1367,2134
360000,800x450,523,612,877,1629,1564,1741
480000,800x600,328,700,441,1342,1759,2288
655360,1024x640,373,838,489,676,1910,3183
786432,1024x768,440,913,1225,2303,2298,1938
921600,1280x720,689,1199,1303,1231,2174,2261
1024000,1280x800,370,1139,1375,1765,1466,3542
1228800,1280x960,807,518,596,2171,2558,4002
