Nearest,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,         ,Linear,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,         ,Cubic,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,         ,Area,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,         ,Lanczos4,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,         
streamid_1/quality_1,0.0104,0.0146,0.0259,0.0396,0.058,0.0795,0.1173,0.1285,0.1398,0.0286,         ,streamid_1/quality_1,0.014,0.0267,0.051,0.0846,0.0602,0.1744,0.1981,0.2383,0.2001,0.0262,         ,streamid_1/quality_1,0.0392,0.0671,0.0989,0.1281,0.1562,0.1837,0.2101,0.194,0.1962,0.0259,         ,streamid_1/quality_1,0.2157,0.2397,0.631,0.7296,0.0579,1.1116,1.3533,1.4756,1.2584,0.0254,         ,streamid_1/quality_1,0.2023,0.5009,0.7965,1.1388,1.5306,1.958,1.9225,2.2401,1.9259,0.0255,         
streamid_1/quality_2,0.0074,0.0128,0.0225,0.0359,0.0525,0.0724,0.1035,0.1273,0.1268,0.0255,         ,streamid_1/quality_2,0.0117,0.0254,0.0479,0.08,0.0563,0.1656,0.1918,0.226,0.2158,0.025,         ,streamid_1/quality_2,0.037,0.0649,0.0992,0.1248,0.1505,0.1761,0.2024,0.2069,0.2069,0.0245,         ,streamid_1/quality_2,0.2042,0.224,0.5898,0.6821,0.0544,1.059,1.3253,1.0643,1.2433,0.0251,         ,streamid_1/quality_2,0.1897,0.4792,0.7618,1.0881,1.463,1.8722,2.014,2.0348,1.8872,0.0247,         
streamid_1/quality_3,0.0073,0.0126,0.0219,0.0347,0.0504,0.0695,0.1185,0.1396,0.1318,0.0245,         ,streamid_1/quality_3,0.0117,0.024,0.0461,0.0769,0.0538,0.1589,0.2109,0.2433,0.2041,0.0242,         ,streamid_1/quality_3,0.0375,0.0658,0.0964,0.1237,0.1479,0.1725,0.2023,0.1957,0.213,0.0242,         ,streamid_1/quality_3,0.2062,0.219,0.5779,0.6771,0.0532,1.035,1.3041,1.2297,1.2153,0.0242,         ,streamid_1/quality_3,0.1842,0.4789,0.7454,1.0648,1.4303,1.8113,1.85,2.248,1.9694,0.024,         
streamid_1/quality_4,0.0071,0.0122,0.0215,0.0337,0.0498,0.0676,0.1154,0.1381,0.135,0.0239,         ,streamid_1/quality_4,0.0114,0.0238,0.0452,0.0754,0.053,0.1555,0.2043,0.2443,0.2156,0.0239,         ,streamid_1/quality_4,0.0387,0.0658,0.0975,0.1263,0.1458,0.1731,0.201,0.2151,0.1902,0.0238,         ,streamid_1/quality_4,0.2017,0.2164,0.5653,0.6532,0.0522,1.0138,1.2108,1.1969,1.2275,0.0247,         ,streamid_1/quality_4,0.1808,0.4592,0.7292,1.0431,1.4039,1.7947,1.9618,1.6637,1.8268,0.0242,         
streamid_1/quality_5,0.0067,0.012,0.021,0.0333,0.0493,0.079,0.1127,0.1427,0.126,0.0234,         ,streamid_1/quality_5,0.0111,0.0233,0.0444,0.076,0.0522,0.1552,0.1921,0.2288,0.2278,0.0236,         ,streamid_1/quality_5,0.0388,0.0688,0.0952,0.1237,0.1478,0.1705,0.1967,0.2008,0.2001,0.0242,         ,streamid_1/quality_5,0.2013,0.214,0.5741,0.6532,0.0519,1.0127,0.8793,1.3918,1.193,0.0245,         ,streamid_1/quality_5,0.1763,0.4585,0.7565,1.0704,1.3927,1.8157,1.9165,2.4331,1.9457,0.0242,         
streamid_0/quality_1,0.0425,0.094,0.1699,0.1901,0.1946,0.2134,0.3346,0.2821,0.3439,0.2932,         ,streamid_0/quality_1,0.0659,0.1782,0.3182,0.3501,0.2253,0.3734,0.4451,0.5142,0.5007,0.2695,         ,streamid_0/quality_1,0.142,0.1978,0.2584,0.3187,0.3545,0.4127,0.5116,0.496,0.5671,0.2679,         ,streamid_0/quality_1,1.7078,1.9401,3.2039,2.3065,0.2191,1.8153,1.739,2.8112,2.8453,0.2742,         ,streamid_0/quality_1,1.4482,3.8243,3.0975,3.7368,3.4708,3.2683,3.0205,5.3054,5.4694,0.2717,         
streamid_0/quality_2,0.0391,0.0861,0.1774,0.2028,0.1938,0.2206,0.3323,0.2795,0.3129,0.2843,         ,streamid_0/quality_2,0.0675,0.1929,0.3193,0.3519,0.2213,0.3563,0.443,0.502,0.5081,0.2687,         ,streamid_0/quality_2,0.1404,0.1984,0.2546,0.3158,0.3579,0.4102,0.5209,0.4911,0.5742,0.2683,         ,streamid_0/quality_2,1.7173,1.9279,3.2229,2.3041,0.2249,1.8243,1.7411,2.7511,2.8104,0.2714,         ,streamid_0/quality_2,1.4487,3.8451,3.5298,3.7153,3.4899,3.2839,3.0312,5.1211,5.2617,0.2736,         
streamid_0/quality_3,0.0385,0.0872,0.1617,0.1918,0.1982,0.2094,0.3314,0.2787,0.3132,0.2732,         ,streamid_0/quality_3,0.0675,0.1755,0.3232,0.3706,0.2236,0.3723,0.4417,0.4852,0.5078,0.2729,         ,streamid_0/quality_3,0.1438,0.194,0.2606,0.303,0.3562,0.4104,0.5256,0.4982,0.578,0.2747,         ,streamid_0/quality_3,1.7161,1.9396,3.2485,2.3145,0.207,1.8308,1.7535,2.7505,2.8776,0.2695,         ,streamid_0/quality_3,1.469,3.8999,3.3466,3.645,3.4896,3.2366,3.0431,5.1466,5.4945,0.2664,         
streamid_0/quality_4,0.0376,0.0845,0.1626,0.2026,0.1989,0.2225,0.3363,0.2875,0.3203,0.2769,         ,streamid_0/quality_4,0.0671,0.1791,0.314,0.3542,0.2168,0.3655,0.4346,0.496,0.5096,0.2632,         ,streamid_0/quality_4,0.1407,0.1925,0.265,0.314,0.3533,0.4147,0.5107,0.501,0.5607,0.2885,         ,streamid_0/quality_4,1.7161,1.9248,2.7454,2.3447,0.2073,1.8241,1.7429,2.7965,2.8295,0.2749,         ,streamid_0/quality_4,1.4703,3.881,4.0864,3.7168,3.4794,3.25,3.0262,5.2452,5.4037,0.2714,         
