Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.0156005859375,0.022412109375,0.054833984375,0.1312744140625,0.0853515625
0.2,0.018310546875,0.0658203125,0.1095458984375,0.142431640625,0.2201904296875
0.3,0.02353515625,0.10751953125,0.178662109375,0.3435791015625,0.359375
0.4,0.0343505859375,0.148779296875,0.2300537109375,0.370361328125,0.5044677734375
0.5,0.0459716796875,0.0824462890625,0.342919921875,0.02431640625,0.68193359375
0.6,0.061328125,0.2858154296875,0.3765380859375,0.4993896484375,0.781982421875
0.7,0.0784423828125,0.342626953125,0.4716552734375,0.6478271484375,0.968115234375
0.8,0.095947265625,0.4130126953125,0.5546875,0.7012939453125,1.1673095703125
0.9,0.1176025390625,0.4861572265625,0.6514404296875,0.8759033203125,1.3592041015625
1,0.028125,0.0263671875,0.0280029296875,0.0276123046875,0.026513671875
