Scaling Factor,INTER_NEAREST (MAE),INTER_LINEAR (MAE),INTER_CUBIC (MAE),INTER_AREA (MAE),INTER_LANCZOS4 (MAE)
0.1,99.27354687499998,111.61170703125,113.73151692708333,115.33741145833332,120.77854036458334
0.2,95.45621614583332,99.68147005208333,100.12737500000001,102.70778515625,107.65284114583332
0.3,96.99996354166669,100.0121875,98.58820572916667,95.4034140625,97.10829687499998
0.4,92.16872135416666,93.05707942708332,89.76462630208333,83.81598958333335,95.39916015625
0.5,63.86057291666667,74.37744401041665,85.71829296875,73.79928125000002,109.41380208333337
0.6,89.96108203125002,85.14645182291666,75.88812760416668,81.36850911458332,93.22565104166667
0.7,93.42819140625,86.13047395833335,70.98421354166668,79.859015625,75.33598697916668
0.8,87.78554427083331,80.222453125,65.09490885416666,65.58178255208335,70.95386979166666
0.9,93.03508463541665,81.72168489583332,62.841919270833344,76.98011979166667,56.66435156249999
1,0.0,0.0,0.0,0.0,0.0
