Scaling Factor,INTER_NEAREST (PSNR),INTER_LINEAR (PSNR),INTER_CUBIC (PSNR),INTER_AREA (PSNR),INTER_LANCZOS4 (PSNR)
0.1,31.172146418847,31.661918497072698,31.251566086974872,31.55302057359247,30.908071828571018
0.2,32.58672032890741,33.00677358089233,32.62548566469114,32.84458332734243,32.239342330598625
0.3,32.73499081998283,33.87397873773715,33.57792543282714,33.671597214538636,33.15931668609573
0.4,33.432955344805535,34.46609905280498,34.30736233002034,34.28725219697812,33.87694648708965
0.5,35.49078897589441,34.622959907844596,34.44985105922863,35.02568042268325,33.951671846845336
0.6,33.76076532445375,35.550770176476426,35.56210341936424,35.21909273726383,35.04568247638786
0.7,33.506580866795275,35.76802106944337,36.220690772668505,35.496277523992994,35.78626946560854
0.8,34.10887603796347,35.963704188301406,37.01696800711024,35.93144508172328,36.88799586585019
0.9,33.63049100116519,36.34119966573779,37.99492291001338,35.81082506955602,38.67698082079796
1,inf,inf,inf,inf,inf
