Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.01435546875,0.013330078125,0.015283203125,0.0130126953125,0.1724853515625
0.2,0.0154541015625,0.0162353515625,0.018603515625,0.0150390625,0.19052734375
0.3,0.0144775390625,0.0165771484375,0.017724609375,0.016845703125,0.2212890625
0.4,0.01474609375,0.018310546875,0.021044921875,0.0208740234375,0.207470703125
0.5,0.015185546875,0.021044921875,0.0206298828125,0.0198974609375,0.2185302734375
0.6,0.014599609375,0.02041015625,0.02177734375,0.021142578125,0.2444580078125
0.7,0.0153076171875,0.021728515625,0.0230712890625,0.0249755859375,0.2581787109375
0.8,0.015185546875,0.023193359375,0.02451171875,0.02373046875,0.25322265625
0.9,0.0151611328125,0.0501953125,0.036376953125,0.02822265625,0.283740234375
1,0.0034423828125,0.0034912109375,0.0035888671875,0.003466796875,0.0033203125
