Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.223095703125,0.21044921875,0.275439453125,0.2067626953125,2.893212890625
0.2,0.2355224609375,0.21142578125,0.2648193359375,0.2234619140625,3.1604736328125
0.3,0.2501220703125,0.26279296875,0.29853515625,0.292578125,3.3528076171875
0.4,0.2493408203125,0.309423828125,0.297900390625,0.2882568359375,3.4683349609375
0.5,0.2497314453125,0.2964599609375,0.28671875,0.3030517578125,3.79111328125
0.6,0.2511474609375,0.324658203125,0.35078125,0.33603515625,4.0632568359375
0.7,0.2523681640625,0.3571044921875,0.4365478515625,0.383056640625,3.7122314453125
0.8,0.289111328125,0.418017578125,0.4205322265625,0.3921142578125,3.95283203125
0.9,0.3095458984375,0.4165283203125,0.4853515625,0.4280517578125,4.1722412109375
1,0.1393310546875,0.1754638671875,0.1734130859375,0.1671630859375,0.176513671875
