resolution/frame,1,2,4,8,16,32
160x90,0.005,0.00549,0.01038,0.01953,0.03918,0.07727
160x100,0.00366,0.00525,0.01025,0.02002,0.03833,0.07727
160x120,0.00415,0.00537,0.0116,0.021,0.04236,0.08459
320x180,0.00586,0.00928,0.01807,0.03516,0.07178,0.13379
320x200,0.00635,0.01025,0.01892,0.0365,0.07263,0.14307
320x240,0.00635,0.0105,0.02112,0.04028,0.07935,0.16638
480x270,0.0094,0.01477,0.02759,0.05176,0.10278,0.20435
480x300,0.00964,0.01501,0.03015,0.06274,0.13574,0.27112
480x360,0.01074,0.01746,0.03857,0.08093,0.16382,0.30127
640x360,0.01147,0.02197,0.04626,0.10522,0.21057,0.37427
640x400,0.01172,0.02429,0.05127,0.11377,0.21936,0.3894
640x480,0.01575,0.02844,0.06287,0.12988,0.22571,0.39673
800x450,0.01477,0.03259,0.06592,0.12463,0.2301,0.41016
800x500,0.01538,0.0321,0.07141,0.12976,0.24207,0.43787
800x600,0.0177,0.03918,0.07959,0.14441,0.25928,0.46985
1024x576,0.02063,0.04602,0.08704,0.15698,0.29492,0.58398
1024x640,0.02197,0.04846,0.09534,0.16846,0.3335,0.68042
1024x768,0.02527,0.05811,0.11206,0.19995,0.38403,0.78735
1280x720,0.03186,0.07117,0.1283,0.22827,0.42297,0.79919
1280x800,0.03516,0.08679,0.13293,0.25134,0.45679,0.89111
1280x960,0.04211,0.09229,0.14734,0.29956,0.56104,1.08545
1440x900,0.04395,0.08191,0.16028,0.30151,0.5802,1.14404
1440x1080,0.05029,0.09155,0.18909,0.34497,0.6637,1.29858
1920x1080,0.08081,0.14783,0.26135,0.49939,0.97302,1.8595
