size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32
14400,160x90,282,292,434,530,639,748,,14400,160x90,156,167,246,324,389,553,,14400,160x90,174,186,215,288,363,639,,14400,160x90,279,286,423,505,585,632,,14400,160x90,153,161,235,299,335,437,,14400,160x90,44,51,55,84,73,149,,14400,160x90,315,367,593,854,1291,2054,,14400,160x90,189,242,405,648,1041,1859,,14400,160x90,233,420,789,1514,2941,5859
16000,160x100,279,291,427,548,643,808,,16000,160x100,155,171,253,332,388,517,,16000,160x100,171,181,203,273,379,1213,,16000,160x100,277,286,418,525,592,692,,16000,160x100,153,166,244,309,337,401,,16000,160x100,42,45,48,71,86,720,,16000,160x100,315,370,594,885,1322,2161,,16000,160x100,191,250,420,669,1067,1870,,16000,160x100,234,420,791,1522,3006,6498
19200,160x120,280,355,457,571,662,844,,19200,160x120,157,198,256,330,415,528,,19200,160x120,165,171,207,267,389,646,,19200,160x120,278,351,449,551,615,741,,19200,160x120,155,194,248,310,368,425,,19200,160x120,38,47,55,73,106,148,,19200,160x120,310,424,604,869,1261,2042,,19200,160x120,187,267,403,628,1014,1726,,19200,160x120,212,372,707,1346,2648,5191
43200,240x180,357,474,562,674,891,1171,,43200,240x180,201,269,330,459,653,838,,43200,240x180,177,200,247,301,532,819,,43200,240x180,354,467,548,643,823,1025,,43200,240x180,198,262,316,428,585,692,,43200,240x180,47,60,76,83,193,241,,43200,240x180,386,540,703,961,1468,2324,,43200,240x180,230,335,471,746,1230,1991,,43200,240x180,211,385,727,1358,2774,5351
57600,320x180,416,518,591,751,951,1050,,57600,320x180,231,291,356,452,715,849,,57600,320x180,181,198,241,340,541,837,,57600,320x180,414,511,579,723,886,918,,57600,320x180,229,284,344,424,650,717,,57600,320x180,50,57,87,133,230,326,,57600,320x180,449,592,749,1073,1595,2345,,57600,320x180,264,365,514,774,1359,2144,,57600,320x180,234,430,823,1560,3146,6033
64000,320x200,428,520,624,816,1062,1171,,64000,320x200,237,315,390,525,709,1070,,64000,320x200,195,649,262,354,539,1140,,64000,320x200,425,513,610,786,996,1030,,64000,320x200,234,308,376,495,643,929,,64000,320x200,65,509,96,136,218,591,,64000,320x200,462,597,786,1146,1725,2498,,64000,320x200,271,392,552,855,1372,2397,,64000,320x200,254,880,840,1588,3127,6431
76800,320x240,446,533,662,867,1166,1467,,76800,320x240,256,305,372,533,781,1001,,76800,320x240,207,198,279,360,1546,989,,76800,320x240,442,526,647,834,1092,1311,,76800,320x240,252,298,357,500,707,845,,76800,320x240,76,63,105,139,1203,389,,76800,320x240,474,599,802,1150,1735,2604,,76800,320x240,284,371,512,816,1350,2138,,76800,320x240,235,388,756,1420,3741,5464
129600,480x270,627,589,648,974,931,1719,,129600,480x270,299,377,399,634,846,1337,,129600,480x270,205,238,301,424,686,1631,,129600,480x270,624,581,632,941,859,1567,,129600,480x270,296,369,383,601,774,1185,,129600,480x270,74,98,133,207,360,1080,,129600,480x270,659,662,802,1288,1563,2986,,129600,480x270,331,450,553,948,1478,2604,,129600,480x270,257,467,868,1638,3217,6805
144000,480x300,524,603,705,822,1209,1368,,144000,480x300,317,401,527,665,729,1165,,144000,480x300,217,232,311,491,665,1226,,144000,480x300,521,594,689,786,1131,1203,,144000,480x300,314,392,511,629,651,1000,,144000,480x300,83,89,143,269,322,649,,144000,480x300,557,677,862,1142,1854,2658,,144000,480x300,350,475,684,985,1374,2455,,144000,480x300,270,463,890,1709,3275,6428
