Scaling Factor,INTER_NEAREST (PSNR),INTER_LINEAR (PSNR),INTER_CUBIC (PSNR),INTER_AREA (PSNR),INTER_LANCZOS4 (PSNR)
0.1,30.333531320231323,30.81953463726302,30.406400820910342,30.640948612842045,30.137284818633226
0.2,31.596686921903434,32.00386337594575,31.69409388685358,31.86604230352048,31.400133527377598
0.3,31.684503257360056,32.75243102578975,32.44976371301188,32.67300442266417,32.10165440331935
0.4,32.40095787840562,33.47178638186849,33.25463280153802,33.306357896304824,32.769653778083715
0.5,34.47009369147794,33.65478065623471,33.65650621446974,33.97990386669909,33.101958228419974
0.6,32.74618148708386,34.70729276297134,34.89636951424201,34.328854557722,34.314837223634505
0.7,32.50962795646242,35.06484422659457,35.68187696574146,34.76382104826667,35.224678653422366
0.8,33.13255016933577,35.29240856386649,36.49850865742503,35.24734687198022,36.27150812647398
0.9,32.63670053382139,35.70432739897477,37.44796270409007,35.12415781998185,37.84780915931855
1,inf,inf,inf,inf,inf
