size,image_quality,1,2,4,8,16,32
14400,160x90,182,351,690,1407,3469,7619
16000,160x100,182,352,693,1407,3425,7621
19200,160x120,182,351,692,1406,3509,7630
43200,240x180,182,351,691,1410,3523,7644
57600,320x180,183,351,694,1411,3428,7631
64000,320x200,182,352,692,1409,3428,7624
76800,320x240,182,351,691,1408,3519,7641
129600,480x270,182,351,691,1409,3451,7640
144000,480x300,183,351,690,1408,3436,7623
172800,480x360,182,352,692,1412,3444,7630
230400,640x360,183,353,694,1410,3439,7643
256000,640x400,182,351,691,1415,3520,7657
307200,640x480,182,350,691,1414,3444,7634
360000,800x450,183,352,692,1494,3545,7816
400000,800x500,183,351,691,1408,3407,7616
480000,800x600,183,350,692,1409,3435,7622
589824,1024x576,183,351,693,1409,3509,7647
655360,1024x640,183,351,691,1412,3600,7658
786432,1024x768,183,351,694,1447,3525,7736
921600,1280x720,182,351,694,1409,3425,7643
1024000,1280x800,183,351,694,1409,3423,7612
1228800,1280x960,182,351,689,1410,3514,7636
1296000,1440x900,183,352,692,1411,3425,7626
1555200,1440x1080,182,351,693,1410,3481,7636
2073600,1920x1080,183,351,692,1410,3429,7629
