size,image_quality,1,2,4,8,16,32
14400,160x90,101,96,101,101,97,102
16000,160x100,101,100,102,97,100,97
19200,160x120,96,96,97,100,99,102
43200,240x180,99,100,102,101,102,102
57600,320x180,100,101,97,102,100,101
64000,320x200,97,102,105,100,97,101
76800,320x240,97,99,95,102,101,100
129600,480x270,101,99,101,96,101,107
144000,480x300,102,102,100,103,102,100
172800,480x360,100,102,102,101,102,108
230400,640x360,95,102,97,97,101,104
256000,640x400,101,100,101,101,104,110
307200,640x480,97,97,100,101,112,121
360000,800x450,101,101,100,105,114,123
400000,800x500,96,101,101,99,123,130
480000,800x600,102,108,101,99,117,127
589824,1024x576,101,100,103,104,118,152
655360,1024x640,100,101,105,106,117,163
786432,1024x768,101,97,101,106,123,174
921600,1280x720,102,103,103,107,135,177
1024000,1280x800,98,101,103,121,143,189
1228800,1280x960,101,96,101,118,151,203
1296000,1440x900,102,106,109,111,154,186
1555200,1440x1080,101,102,110,115,165,197
2073600,1920x1080,101,102,116,164,182,246
