size,image_quality,1,2,4,8,16,32
14400,160x90,155,160,181,249,279,522
16000,160x100,160,165,186,234,331,544
19200,160x120,155,163,202,242,351,587
43200,240x180,157,165,192,245,370,610
57600,320x180,177,167,191,246,340,547
64000,320x200,162,168,193,240,347,570
76800,320x240,161,167,196,252,372,624
129600,480x270,163,170,194,240,358,574
144000,480x300,159,167,196,245,386,616
172800,480x360,163,171,204,261,406,675
230400,640x360,158,165,193,232,365,541
256000,640x400,156,163,192,231,356,568
307200,640x480,158,167,198,241,377,621
360000,800x450,162,171,205,267,395,666
400000,800x500,164,177,213,215,412,728
480000,800x600,164,176,152,301,462,795
589824,1024x576,162,177,206,295,445,779
655360,1024x640,163,180,223,305,492,829
786432,1024x768,53,184,232,322,510,917
921600,1280x720,169,182,222,295,455,756
1024000,1280x800,169,182,225,313,491,854
1228800,1280x960,168,190,241,345,545,977
1296000,1440x900,176,193,252,354,593,1062
1555200,1440x1080,175,203,273,409,646,1202
2073600,1920x1080,176,209,275,414,723,1307
