resolution/frame,1,2,4,8,16,32
160x90,0.099,0.09412,0.17822,0.35168,0.70056,1.44446
160x100,0.05176,0.10181,0.19385,0.39001,0.77234,1.53015
160x120,0.05981,0.11536,0.22742,0.4436,0.87634,1.76379
320x180,0.23206,0.39539,0.58154,1.15527,2.31494,4.62585
320x200,0.19751,0.32324,0.63281,1.26245,2.55261,5.09595
320x240,0.31592,0.38062,0.75476,1.49341,3.0354,6.03064
480x270,0.57031,0.85742,1.32983,2.71667,5.30151,10.59363
480x300,0.36523,0.71252,1.40356,2.90613,5.79956,11.37061
480x360,0.49194,0.60413,1.21411,2.63403,4.88489,9.82788
640x360,0.50232,0.61182,1.24878,2.65588,5.12451,9.96826
640x400,0.55518,0.68384,1.33069,2.75659,5.61816,10.85693
640x480,0.52649,0.65979,1.32617,2.75696,5.37305,10.66809
800x450,0.61255,0.75793,1.52722,3.15015,6.37585,12.49048
800x500,0.55945,0.72449,1.43738,3.03748,5.87854,11.60571
800x600,0.59314,0.73218,1.64819,3.07703,6.27002,12.16504
1024x576,0.83813,1.2583,2.51855,5.05872,10.14844,20.24841
1024x640,0.83423,1.2533,2.54028,5.13721,10.15747,20.27527
1024x768,0.85693,1.25623,2.65991,5.14612,10.22229,20.4812
1280x720,0.89294,1.33374,2.83435,5.39539,10.70361,21.47241
1280x800,0.84155,1.2771,2.67261,5.53601,10.57092,20.63831
1280x960,1.11353,1.87329,3.73303,7.36926,14.61133,29.13391
1440x900,1.26917,1.84888,3.73694,7.29309,14.42505,29.06323
1440x1080,1.15552,2.07825,3.98914,7.78613,15.52795,30.83777
1920x1080,1.81604,2.74597,5.2207,10.11145,20.53809,40.04797
