Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.050830078125,0.08076171875,0.1272705078125,0.5020751953125,0.3667724609375
0.2,0.0458984375,0.2405517578125,0.4239501953125,0.658056640625,0.9650634765625
0.3,0.0802490234375,0.41435546875,0.78291015625,1.6076904296875,1.5605712890625
0.4,0.13408203125,0.71962890625,1.119921875,1.67919921875,2.239013671875
0.5,0.2224365234375,0.29482421875,1.4797607421875,0.079345703125,2.9958984375
0.6,0.271240234375,1.4052978515625,1.8814697265625,2.5371337890625,3.8977294921875
0.7,0.2484375,0.9596923828125,1.23994140625,1.702734375,2.663818359375
0.8,0.3561767578125,1.0986083984375,1.4730224609375,1.8984619140625,3.1491943359375
0.9,0.231640625,0.915771484375,1.2065185546875,1.578466796875,2.6576904296875
1,0.1556396484375,0.1487060546875,0.1544677734375,0.1656005859375,0.1260498046875
