Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.126220703125,0.45654296875,0.9104736328125,4.3599365234375,3.4171630859375
0.2,0.416748046875,1.6837890625,3.7357666015625,5.69609375,8.210498046875
0.3,0.6157958984375,1.341845703125,2.4149169921875,4.9124755859375,4.8991943359375
0.4,0.3675048828125,1.45556640625,2.35751953125,3.309619140625,4.4706298828125
0.5,0.464306640625,0.497802734375,2.112060546875,1.509619140625,4.3327880859375
0.6,0.5305419921875,2.293896484375,2.372509765625,4.0346923828125,4.7450927734375
0.7,0.663818359375,2.38701171875,3.1078125,4.0757080078125,6.453662109375
0.8,0.742236328125,2.8663330078125,4.0649169921875,4.1450927734375,7.31064453125
0.9,0.81826171875,3.35986328125,4.6724365234375,5.9197998046875,8.471142578125
1,1.6832275390625,1.6031494140625,1.6083740234375,1.611767578125,1.4117919921875
