Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.0986328125,0.25810546875,0.499755859375,2.1843505859375,1.6153564453125
0.2,0.1713134765625,0.861962890625,1.836767578125,2.9070068359375,4.0794677734375
0.3,0.39384765625,1.841845703125,3.714697265625,7.0326171875,6.661865234375
0.4,0.45625,1.75537109375,2.561962890625,3.803662109375,4.9916748046875
0.5,0.2834716796875,0.4145751953125,1.8457763671875,0.7666259765625,3.726806640625
0.6,0.6297119140625,1.5953857421875,1.6125732421875,2.0112548828125,3.6664306640625
0.7,0.3149169921875,1.48857421875,2.1143798828125,2.514990234375,3.27060546875
0.8,0.320556640625,1.2314453125,1.584326171875,2.5404052734375,3.29443359375
0.9,0.4935791015625,1.9230224609375,2.672509765625,3.2692626953125,5.81552734375
1,0.8366455078125,0.835986328125,0.8476318359375,0.8489013671875,0.8530517578125
