size,image_quality,1,2,4,8,16,32
14400,160x90,4559,10534,21321,38868,82428,165771
16000,160x100,4495,11294,21438,42991,85435,170282
19200,160x120,4602,8526,18109,35680,73432,142562
43200,240x180,4568,9348,17572,36665,73554,150408
57600,320x180,5276,10815,20116,38882,84447,168364
64000,320x200,4972,10123,20506,41969,84044,165953
76800,320x240,4897,8691,18175,36273,68428,146741
129600,480x270,5105,10433,21277,43333,87387,171851
144000,480x300,4762,9908,21387,41727,82627,164573
172800,480x360,3873,9281,17643,35459,71076,146249
230400,640x360,4309,11049,20678,42308,85539,169258
256000,640x400,4660,10106,20814,42248,77309,166283
307200,640x480,4836,8947,18251,36952,71288,146902
360000,800x450,5154,10972,20702,42948,84413,166679
400000,800x500,4314,10757,20749,42274,83873,164986
480000,800x600,4262,9383,18920,36527,70302,146831
589824,1024x576,5054,9821,22053,42939,82597,166256
655360,1024x640,4910,10785,20639,40819,78078,165400
786432,1024x768,3432,9162,18286,37223,73752,149258
921600,1280x720,5375,10776,21043,42302,82474,166092
1024000,1280x800,4364,9797,21154,41022,84055,167518
1228800,1280x960,4226,9084,17668,37243,74422,138370
1296000,1440x900,5055,9063,20934,42632,81719,165788
1555200,1440x1080,3810,8937,18065,37344,72028,145703
2073600,1920x1080,5415,11108,20922,43116,86311,172626
