Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.1652587890625,0.1466552734375,0.160009765625,0.1489501953125,1.31044921875
0.2,0.162060546875,0.178564453125,0.212548828125,0.1946044921875,1.4125732421875
0.3,0.1420166015625,0.1641357421875,0.2038330078125,0.156005859375,1.4646484375
0.4,0.1453369140625,0.164501953125,0.199072265625,0.16630859375,1.503369140625
0.5,0.1369384765625,0.198779296875,0.205615234375,0.167578125,1.7194580078125
0.6,0.1497314453125,0.200048828125,0.2316162109375,0.201953125,1.6312255859375
0.7,0.18154296875,0.2189208984375,0.2494384765625,0.295654296875,2.0199951171875
0.8,0.1761474609375,0.2342529296875,0.258203125,0.228125,1.8486328125
0.9,0.2411376953125,0.235888671875,0.2352294921875,0.2845947265625,1.9391357421875
1,0.0337646484375,0.0398681640625,0.033544921875,0.03603515625,0.0361572265625
