resolution/frame,1,2,4,8,16,32
160x90,0.06616,0.06189,0.11462,0.22485,0.44617,0.9071
160x100,0.03235,0.06311,0.12659,0.24634,0.49133,0.99744
160x120,0.03809,0.07349,0.14429,0.2937,0.57593,1.1637
320x180,0.1759,0.19556,0.38342,0.76013,1.53442,3.0918
320x200,0.10742,0.27625,0.42261,0.84729,1.69836,3.40564
320x240,0.12732,0.33545,0.50525,1.00024,2.01892,4.04919
480x270,0.25122,0.60364,0.88513,1.81067,3.63672,7.22571
480x300,0.25232,0.65955,1.02466,1.95483,3.93115,7.91919
480x360,0.21021,0.61694,0.82532,1.69373,3.29309,6.57812
640x360,0.20984,0.62769,0.82507,1.71326,3.29871,6.56299
640x400,0.23083,0.65466,0.89429,1.8949,3.63293,7.27795
640x480,0.22437,0.65613,0.88184,1.8396,3.54333,7.06213
800x450,0.26953,0.74463,1.10327,2.06665,4.08167,8.14282
800x500,0.26855,0.7146,0.95386,1.90479,3.96851,7.61731
800x600,0.28015,0.74768,1.16296,2.00439,3.92627,8.18286
1024x576,0.42249,1.04419,1.71118,3.20142,6.29919,12.67676
1024x640,0.43652,1.08472,1.78406,3.43604,6.82642,13.64758
1024x768,0.45984,1.14441,1.84717,3.67212,7.37817,14.51514
1280x720,0.45959,1.13,1.83997,3.64636,7.28906,14.65088
1280x800,0.46094,1.14099,1.85229,3.67212,7.65881,14.77637
1280x960,0.62634,1.64673,2.5332,5.06665,10.04468,20.05017
1440x900,0.63562,1.52307,2.53662,5.07104,10.22888,20.40991
1440x1080,0.66541,1.85339,2.74792,5.49207,10.71692,21.4176
1920x1080,0.86145,3.47363,3.55872,6.95154,13.87268,27.7113
