Scaling Factor,INTER_NEAREST (MSE),INTER_LINEAR (MSE),INTER_CUBIC (MSE),INTER_AREA (MSE),INTER_LANCZOS4 (MSE)
0.1,68.60914930555556,61.36802083333332,67.87196180555556,65.67967013888891,70.72934027777777
0.2,51.57008680555556,47.65730902777778,51.45482638888889,49.209583333333335,54.40855902777777
0.3,51.03215277777777,39.40965277777777,41.830677083333335,41.166857638888885,45.81979166666667
0.4,44.08980902777778,34.28126736111112,35.61387152777777,36.05657986111111,39.355104166666656
0.5,27.926059027777775,33.37210069444444,33.66125,31.135190972222226,38.31348958333333
0.6,40.78819444444445,26.912690972222215,26.391163194444452,28.956371527777776,30.265729166666667
0.7,43.48855902777778,25.04421875,22.566736111111112,26.472760416666667,25.279861111111106
0.8,37.910381944444445,23.55786458333333,18.365868055555556,24.143385416666664,19.261840277777775
0.9,42.32437500000001,22.049739583333338,14.45914930555556,24.42845486111111,13.02501736111111
1,0.0,0.0,0.0,0.0,0.0
