Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.01669921875,0.031591796875,0.0506591796875,0.1709716796875,0.1354736328125
0.2,0.0218505859375,0.0783203125,0.149169921875,0.2260986328125,0.3425537109375
0.3,0.03583984375,0.1527099609375,0.27177734375,0.5447509765625,0.5579833984375
0.4,0.05322265625,0.2566162109375,0.3924560546875,0.57392578125,0.7812744140625
0.5,0.073486328125,0.112353515625,0.511865234375,0.034521484375,1.0512451171875
0.6,0.098779296875,0.4816162109375,0.6501220703125,0.8581787109375,1.32626953125
0.7,0.125927734375,0.58828125,0.798193359375,1.1263671875,1.64609375
0.8,0.15888671875,0.7136962890625,0.95556640625,1.2181640625,1.9807373046875
0.9,0.1956298828125,0.8321533203125,1.12861328125,1.535546875,2.35224609375
1,0.041162109375,0.049072265625,0.0423583984375,0.0436767578125,0.0432861328125
