Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.044482421875,0.09482421875,0.1826416015625,0.769287109375,0.5530517578125
0.2,0.0621337890625,0.294970703125,0.627099609375,1.008544921875,1.46123046875
0.3,0.11787109375,0.6297119140625,1.1878662109375,2.4709228515625,2.3750732421875
0.4,0.19560546875,1.121826171875,1.743310546875,2.5908203125,3.420361328125
0.5,0.2934326171875,0.42939453125,2.29072265625,0.12197265625,4.64267578125
0.6,0.279931640625,1.2475830078125,1.61513671875,2.055859375,3.4143310546875
0.7,0.2358642578125,0.9787353515625,1.478662109375,1.800146484375,3.0022705078125
0.8,0.738916015625,1.0459716796875,1.3009521484375,1.4866455078125,2.5992919921875
0.9,0.417236328125,1.0972900390625,1.43642578125,1.8618896484375,2.978759765625
1,0.2504150390625,0.27880859375,0.2796630859375,0.28134765625,0.2880126953125
