Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.0161865234375,0.0153564453125,0.016796875,0.0149169921875,0.1790283203125
0.2,0.0160888671875,0.01669921875,0.0176513671875,0.01611328125,0.2078125
0.3,0.0159912109375,0.01767578125,0.0191162109375,0.020751953125,0.2054443359375
0.4,0.015625,0.02041015625,0.0229248046875,0.023388671875,0.2401611328125
0.5,0.0174072265625,0.0227294921875,0.036669921875,0.0220458984375,0.25244140625
0.6,0.0164794921875,0.022900390625,0.0268310546875,0.0239013671875,0.2545654296875
0.7,0.017724609375,0.0242919921875,0.0266357421875,0.025927734375,0.2761962890625
0.8,0.0190185546875,0.025732421875,0.031494140625,0.030712890625,0.2831298828125
0.9,0.020556640625,0.0339111328125,0.031787109375,0.0302978515625,0.2972900390625
1,0.003857421875,0.0041748046875,0.0037109375,0.00380859375,0.0040771484375
