30,151.13625,145.404,208.32325,224.72425,320.6425,409.37925,586.70125,952.4525,1419.9185,1526.9375
31,150.09,144.9665,214.55875,218.91525,300.426,408.0325,655.3945,967.1645,1509.84525,1520.8145
32,146.43575,146.33575,214.54025,234.586,308.433,401.934,592.45475,958.077,1446.02775,1861.77625
33,147.353,147.1785,205.00025,224.361,307.7505,393.12475,582.75825,944.512,1364.3685,1484.0595
34,146.49375,152.311,215.655,220.92825,293.22325,409.73775,644.0975,900.70575,1460.041,1889.61375
35,148.74,150.781,209.438,266.09225,305.15425,386.17875,578.4075,974.24775,1409.81625,2005.121
36,147.34775,146.636,212.7755,219.3905,298.4355,406.21825,606.325,932.775,1384.7795,2075.81225
37,144.6165,144.832,215.30625,218.78225,305.80775,397.7335,601.925,885.16875,1421.7855,1986.69875
38,150.11125,147.785,207.87025,224.762,298.4355,412.96025,591.96275,919.685,1417.7425,1399.456
39,147.73125,156.96575,212.6185,223.9665,302.96075,411.4755,634.4445,887.22225,1433.995,1921.8915
40,145.81375,151.5765,211.92125,219.686,306.37,412.21075,595.80975,922.94425,1364.3705,1949.5975
41,148.6855,143.9825,214.1895,221.86075,307.4505,399.81125,584.4565,927.06125,1473.37975,2002.4165
42,149.586,142.53575,212.7985,222.9105,306.99375,407.85925,587.10875,904.703,1459.49175,1517.5295
43,147.90025,158.9845,212.24275,221.715,308.0475,400.72,610.0265,909.82725,1392.69875,1548.02825
44,148.34875,155.2645,214.2755,225.81175,304.21725,401.51275,587.64625,1045.1915,1416.3915,2109.653
45,148.792,147.34325,214.84525,219.2985,306.80625,398.96625,593.543,915.3455,1470.98375,1543.561
46,148.5495,145.62625,209.10775,216.70925,299.02975,418.4145,594.64725,955.7105,1456.87825,1859.28875
47,144.66775,170.41375,213.731,221.885,303.74875,397.306,589.77725,977.2905,1508.68225,2182.86075
48,148.97925,153.323,217.002,221.148,305.6245,410.64275,632.31625,953.384,1416.4265,1992.536
49,148.455,150.81775,215.34675,224.0375,299.74825,400.22725,578.83825,954.685,1454.8325,1940.044
50,142.24225,181.127,217.937,225.69775,294.5485,409.23275,606.2515,845.92775,1654.235,1573.529
51,150.766,150.965,215.6955,223.01025,333.67475,412.54025,595.733,985.83525,1406.6365,1903.4895
52,148.9035,266.38625,215.4245,223.52725,306.6895,386.965,594.17225,931.83575,1515.18825,2004.23575
53,148.4505,147.111,215.35975,217.9165,300.00775,406.0235,554.542,941.69575,1489.4535,1917.07425
54,148.1625,147.62825,211.1285,223.54925,298.6885,403.1875,604.82425,1013.91325,1456.51625,1909.0985
55,149.51625,164.0585,215.6105,214.2555,294.651,387.51575,665.888,964.481,1478.21175,1772.88825
56,149.39725,146.444,214.3815,223.565,304.9725,396.95525,612.89775,928.734,1524.186,1880.385
57,147.72175,147.88625,212.08225,221.27425,307.7695,410.73875,558.372,938.63325,1475.63625,2094.3315
58,148.147,147.3035,214.28,223.218,304.774,411.834,584.155,966.30875,1413.27825,1977.9275
59,143.19475,143.63025,212.1575,224.164,307.75975,406.67775,610.13475,938.121,1582.50875,1723.44725
60,149.80575,147.405,214.5965,225.769,301.63375,397.621,597.17125,865.008,1555.6145,1705.2115
61,148.59725,144.0155,215.624,218.53925,316.25775,402.56025,603.1235,936.40975,1505.03575,2381.4415
62,150.543,147.35275,222.97175,218.34925,298.03225,404.165,573.0255,972.17225,1493.23425,1946.12
63,159.323,144.768,213.69475,218.5215,296.64,409.82925,559.39075,926.289,1369.81625,1909.975
64,146.761,149.862,208.79975,224.0445,307.047,390.57075,601.5895,910.58625,1523.6085,2014.81375
65,148.7925,144.15725,213.13675,224.09675,344.6055,404.33525,646.13925,960.35625,1494.354,1871.47375
66,148.6715,147.3395,208.9845,224.32275,294.20325,410.59675,588.11225,967.9395,1419.5195,1831.2885
67,150.07075,143.2085,236.26225,221.31425,297.91,403.7795,559.368,956.77025,1472.8295,1944.11225
68,145.20975,143.1225,205.70725,219.35075,301.30425,409.789,579.28225,914.8585,1529.46,1411.9595
69,149.872,139.5375,211.61975,223.3905,306.4575,473.6365,589.43975,1012.5855,1549.50025,2037.955
70,150.7215,147.00525,211.521,224.30825,292.18975,408.27375,590.0015,962.17425,1505.41725,1628.03475
71,148.664,147.17275,207.226,218.2585,297.648,392.53175,599.51675,1010.3555,1501.67825,1891.01175
72,144.302,147.134,212.10875,214.17675,306.90875,410.118,618.1325,959.767,1553.7055,1970.59275
73,147.031,146.87625,214.984,213.03525,296.9185,461.8645,589.508,918.608,1459.007,2004.489
74,145.332,142.8575,209.564,224.03225,297.2925,407.94225,576.0055,945.5025,1480.86475,1552.55625
75,151.06325,147.61375,214.25,215.93075,309.646,477.74675,599.22025,959.467,1460.85125,1960.753
76,149.242,144.442,214.49575,224.323,299.35525,408.0985,575.31975,953.543,1510.49275,1983.7685
77,144.66675,147.29475,215.6135,221.137,307.464,397.079,610.06875,999.049,1423.35825,1863.59125
78,147.99975,142.636,213.55475,227.069,303.0565,400.48,589.85675,967.83475,1491.51175,1976.20575
79,150.012,147.2485,210.771,216.09375,307.40725,412.1665,581.1665,936.127,1486.957,1868.98825
80,145.82375,147.8075,214.7685,216.4475,303.544,408.827,664.84025,959.5485,1423.38625,1734.7875
81,151.94,146.967,214.42675,224.26875,296.8225,401.20225,594.36925,952.033,1432.64175,2061.8555
82,148.4445,148.14525,214.296,217.23425,304.81175,451.3965,575.308,932.73425,1457.352,1412.325
83,149.808,146.66525,209.432,215.913,303.66325,409.542,657.004,918.48475,1430.0055,2082.3805
84,149.6625,148.081,214.19925,222.3875,302.26375,414.8675,572.43675,969.374,1486.16175,1912.34025
85,146.431,143.65675,214.611,219.9795,293.53475,422.48675,608.45925,1033.67925,1520.24625,1916.27775
86,149.14975,142.4555,213.26575,221.32825,306.50625,397.5555,619.163,915.7325,1461.67325,1617.697
87,157.081,149.366,217.52,217.8215,306.9335,389.887,586.182,962.495,1461.89525,1493.43225
88,149.55175,147.9675,214.3325,224.3325,308.3,461.61775,580.286,925.4895,1471.319,2017.373
89,145.43025,145.87725,213.80125,224.86525,308.2845,397.23275,597.79675,875.901,1579.63575,1860.587
90,148.25725,143.9025,206.12775,219.00325,303.79375,409.83775,627.1205,938.252,1497.9935,1923.7675
91,145.91225,146.01075,215.58,222.02625,301.89275,384.56725,591.26475,918.422,1530.22725,2020.0195
92,146.42775,144.02125,204.028,233.76475,293.75975,399.5045,573.33475,910.73,1436.86075,1781.197
93,158.313,147.993,212.438,221.735,307.6175,412.66075,601.84625,949.51625,1537.35325,1792.4485
94,152.7725,148.1015,210.411,219.194,308.54125,398.676,582.167,978.67475,1428.11175,2018.655
95,148.29125,145.19825,206.00025,221.4245,296.5915,378.03175,591.86625,1001.313,1462.84225,1594.344
96,145.18225,143.759,213.4275,220.06675,306.4285,400.0845,553.713,934.15775,1460.2445,1882.74825
97,149.966,148.0265,213.1595,223.35275,303.9665,402.24975,606.49025,961.98075,1480.1715,2027.54825
98,151.47425,146.83675,206.9035,224.4265,307.76475,399.192,571.2665,904.41725,1521.39325,1883.5405
99,151.70825,147.69725,207.91525,234.318,297.787,380.443,590.7855,1000.784,1625.59475,1988.3
100,150.20475,146.4585,204.10275,215.6215,306.9705,400.31875,600.7295,906.24225,1436.7755,2006.666
