sample,1,2,4,8,16,32,64,128,256,512
1,150.59475,144.30475,212.6505,213.55125,298.8205,406.459,590.2045,908.342,1542.06575,2476.1445
2,141.89475,151.60025,211.9185,224.11725,298.86275,402.42125,586.43525,928.6395,1442.9865,2068.84275
3,143.96275,147.8915,208.5215,213.00875,306.289,413.4395,595.24775,925.3345,1577.70275,1993.25575
4,147.2945,150.03425,206.38725,221.3255,298.7605,398.9565,592.1595,939.062,1457.209,1626.82625
5,149.079,162.7325,213.79,213.2945,300.0075,416.04575,583.722,954.51775,1443.45825,1971.856
6,147.67375,150.20125,213.537,217.40425,305.946,396.325,595.89975,892.47875,1519.9765,2009.44125
7,147.895,150.384,213.609,221.8515,302.07125,406.81075,579.385,968.061,1451.8765,1831.234
8,157.5275,149.569,227.4705,224.162,304.509,408.648,630.0005,911.7255,1505.8615,1428.732
9,150.19575,148.1895,210.803,223.224,303.94525,414.05225,640.19125,918.9355,1499.6045,1954.25325
10,148.44,150.18725,214.3385,214.67775,304.08725,412.9005,593.04075,960.717,1437.444,1971.348
11,146.6475,149.6745,216.79175,217.14975,307.27725,397.12725,590.9545,958.42475,1455.542,1437.0575
12,148.7595,149.3075,208.28275,222.30625,305.52425,397.54475,609.51925,959.67675,1424.47225,1525.13325
13,148.45825,150.52925,208.949,216.739,298.98725,410.4115,650.41675,897.95925,1432.24575,1721.57
14,144.30075,150.70325,230.97075,224.50925,302.76425,408.81875,572.4755,928.196,1487.44675,1901.346
15,140.828,151.12075,214.555,223.65,345.57875,386.06275,604.44775,928.2195,1534.53075,1944.0065
16,144.15025,157.725,214.56975,218.39775,338.869,410.4155,598.16125,931.53025,1449.884,1968.765
17,148.82,153.01325,206.82075,217.37475,304.56725,413.687,601.9825,952.548,1489.22775,2036.73225
18,148.18175,145.5135,209.2345,218.8355,300.30325,444.24075,592.35925,948.65525,1347.49,1599.55375
19,147.76375,152.60875,209.91925,224.533,306.51,407.2715,609.27875,925.88525,1395.137,1896.958
20,147.84775,157.5265,218.72875,220.64625,304.3765,410.0125,588.72175,941.16025,1481.003,2092.48825
21,149.7035,160.92675,212.46025,224.71875,300.52875,399.723,579.83075,885.4885,1496.10525,1449.81525
22,148.1645,165.535,215.36775,234.4705,308.62075,410.064,613.44025,955.73,1445.9955,1848.21525
23,149.049,151.83525,223.458,222.28275,302.995,397.268,588.55475,946.9055,1537.2995,1961.2335
24,148.9145,151.01575,209.989,218.9345,298.15325,411.682,596.85875,924.9505,1394.86675,2292.645
25,149.7645,150.737,214.4235,229.02525,302.94025,414.15875,562.50975,973.02625,1605.91175,2200.541
26,148.1175,152.619,209.72975,222.34525,306.62175,407.72075,569.20475,941.45,1430.4775,2070.23575
27,150.21075,145.24225,213.8055,223.76025,305.61575,413.18825,616.1045,908.385,1443.7545,1926.1205
28,148.09475,153.956,215.66925,224.13175,306.7555,394.05075,595.249,902.12475,1465.466,1899.47725
29,150.678,148.468,214.94275,218.947,292.5675,409.05975,574.624,1008.47425,1461.92175,2003.86075
