size,image_quality,1,2,4,8,16,32
14400,160x90,74,130,244,501,1271,2716
16000,160x100,90,152,277,558,1394,2985
19200,160x120,100,170,311,627,1601,3451
43200,240x180,88,158,302,626,1537,3696
57600,320x180,73,130,247,489,1181,2653
64000,320x200,91,154,282,561,1287,2903
76800,320x240,101,173,320,640,1504,3484
129600,480x270,87,146,269,519,1313,2780
144000,480x300,80,141,268,549,1392,3000
172800,480x360,102,175,322,646,1671,3531
230400,640x360,88,146,266,528,1225,2796
256000,640x400,92,156,286,570,1316,3026
307200,640x480,88,160,305,628,1523,3620
360000,800x450,90,151,273,529,1259,2848
400000,800x500,81,146,276,566,1422,3086
480000,800x600,104,179,332,663,1558,3528
589824,1024x576,91,154,281,555,1380,2894
655360,1024x640,96,162,303,590,1371,3104
786432,1024x768,108,185,345,689,1659,3763
921600,1280x720,94,158,289,571,1405,2969
1024000,1280x800,98,171,311,619,1411,3132
1228800,1280x960,96,175,339,691,1743,3813
1296000,1440x900,101,173,318,640,1462,3291
1555200,1440x1080,99,182,352,718,1710,3971
2073600,1920x1080,90,163,313,634,1536,3257
