Scaling Factor,INTER_NEAREST (MAE),INTER_LINEAR (MAE),INTER_CUBIC (MAE),INTER_AREA (MAE),INTER_LANCZOS4 (MAE)
0.1,110.1275897555881,107.67047034369577,111.7166434393989,106.08104239569772,117.73293473985458
0.2,104.02281655205618,112.71644253200955,111.96814812554251,104.34621853298611,118.17692565917969
0.3,109.50629721747507,105.77454800075955,104.1999609205458,96.90498860677084,102.73943159315323
0.4,99.29823599921333,101.57231224907768,99.99228201972115,91.01420805189345,103.91926023695206
0.5,74.36212963528102,80.17057927449545,90.61843193901909,80.65439648098415,110.25022888183594
0.6,102.19135750664604,95.31642108493382,90.60455746120876,89.21825493706596,101.43049070570204
0.7,102.28986952039931,100.41580878363716,90.47323184543187,93.18780390421549,91.95396847195094
0.8,95.48450978597006,85.85710271199545,71.03212865193686,72.00269360012477,74.73291863335503
0.9,102.45115873548721,86.81733745998805,67.83207575480142,82.47467549641928,59.09833696153429
1,0.0,0.0,0.0,0.0,0.0
