size,image_quality,1,2,4,8,16,32
14400,160x90,207,395,757,1456,2930,5732
16000,160x100,215,400,765,1467,2945,5850
19200,160x120,191,345,668,1318,2558,5090
43200,240x180,189,343,669,1293,2574,5053
57600,320x180,212,390,754,1445,2908,5721
64000,320x200,215,397,763,1465,2930,5768
76800,320x240,191,345,671,1287,2585,5082
129600,480x270,208,391,761,1453,2889,5707
144000,480x300,214,396,765,1476,2921,5864
172800,480x360,186,346,669,1309,2587,5066
230400,640x360,213,393,757,1449,2913,5713
256000,640x400,209,400,763,1468,2926,5763
307200,640x480,189,347,668,1306,2555,5052
360000,800x450,212,396,753,1479,2885,5725
400000,800x500,210,396,759,1465,2982,5788
480000,800x600,189,347,669,1303,2553,5042
589824,1024x576,210,393,753,1455,2967,5716
655360,1024x640,213,396,761,1472,2951,5770
786432,1024x768,186,346,668,1302,2555,5065
921600,1280x720,207,393,762,1451,2916,5763
1024000,1280x800,212,397,769,1495,3013,5834
1228800,1280x960,186,346,673,1297,2564,5075
1296000,1440x900,210,395,764,1466,2988,5825
1555200,1440x1080,189,346,665,1311,2593,5099
2073600,1920x1080,209,393,761,1467,2946,5819
