Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.0877197265625,0.220751953125,0.4793212890625,1.965771484375,1.426318359375
0.2,0.1562255859375,0.7549072265625,1.6483642578125,2.5350830078125,3.66357421875
0.3,0.3515380859375,1.6385009765625,3.0442138671875,6.3295654296875,6.001611328125
0.4,0.415625,1.49755859375,2.352294921875,3.382177734375,4.4621826171875
0.5,0.2934326171875,0.3984130859375,1.6356201171875,0.48955078125,3.235302734375
0.6,0.2790283203125,1.259375,1.863134765625,2.369580078125,3.5149169921875
0.7,0.358837890625,1.1430419921875,1.5604248046875,2.1230712890625,3.3264892578125
0.8,0.303564453125,1.1630859375,2.0022705078125,2.8235107421875,3.2159912109375
0.9,0.43662109375,1.3518798828125,2.1569091796875,2.1257080078125,4.0244873046875
1,0.7374755859375,0.761328125,0.758740234375,0.7722412109375,0.7668212890625
