Scaling Factor,INTER_NEAREST (MAE),INTER_LINEAR (MAE),INTER_CUBIC (MAE),INTER_AREA (MAE),INTER_LANCZOS4 (MAE)
0.1,101.27471833333334,107.65687249999999,111.05198416666667,111.816555,118.36533666666666
0.2,95.444845,98.13608583333335,98.38909333333334,99.94976916666667,106.00082333333333
0.3,97.15798583333333,98.56937166666668,96.82973333333335,93.03016249999999,95.47218333333332
0.4,91.38172666666665,90.71585166666668,87.73123416666668,81.37228500000002,93.80545416666666
0.5,62.94136166666668,71.86345083333333,83.55353916666668,71.26856499999998,107.71907416666667
0.6,89.35336499999998,83.43736666666666,74.89448416666666,79.35813833333332,91.524675
0.7,92.80425666666666,84.29286249999998,68.95534999999998,77.97758499999999,72.91314666666666
0.8,86.98823083333333,78.65032583333333,63.226075,64.06339083333332,68.42145916666665
0.9,92.544085,80.06913250000001,60.468300833333345,75.45710833333332,53.89299749999999
1,0.0,0.0,0.0,0.0,0.0
