size,image_quality,1,2,4,8,16,32
14400,160x90,45,89,178,356,712,1423
19200,160x120,41,81,162,323,646,1291
25344,176x144,38,75,149,299,598,1194
43200,240x180,40,80,160,321,640,1280
57600,320x180,44,89,177,354,707,1413
76800,320x240,40,80,160,321,641,1281
129600,480x270,44,89,177,353,706,1412
172800,480x360,40,80,160,321,640,1280
230400,640x360,45,89,177,353,707,1413
307200,640x480,40,80,160,320,640,1279
360000,800x450,44,89,177,354,707,1412
480000,800x600,40,81,160,320,641,1281
655360,1024x640,45,91,181,361,722,1443
786432,1024x768,40,81,161,321,641,1282
921600,1280x720,45,88,176,350,702,1405
1024000,1280x800,45,91,181,362,724,1448
1228800,1280x960,40,81,161,322,644,1290
