size,image_quality,1,2,4,8,16,32
14400,160x90,275,286,420,495,576,628
16000,160x100,278,283,431,513,577,682
19200,160x120,280,345,463,514,635,729
43200,240x180,353,456,546,666,709,983
57600,320x180,413,501,623,718,1037,849
64000,320x200,420,497,681,673,717,1947
76800,320x240,433,546,606,671,806,944
129600,480x270,505,560,656,742,852,1555
144000,480x300,513,622,693,767,870,1143
172800,480x360,557,630,679,842,963,1338
230400,640x360,579,629,698,870,1483,1473
256000,640x400,565,686,756,1009,1815,1605
307200,640x480,625,705,771,936,1207,1804
360000,800x450,611,681,813,1010,1315,2074
400000,800x500,684,1096,789,1002,1382,2685
480000,800x600,777,904,991,1073,1577,3950
589824,1024x576,622,742,1409,1673,1814,4829
655360,1024x640,764,752,927,1699,1948,3372
786432,1024x768,823,809,1614,1795,2228,3915
921600,1280x720,745,872,2435,3016,3272,5291
1024000,1280x800,746,873,2278,1637,2794,4891
1228800,1280x960,742,1206,2687,1862,3295,5782
1296000,1440x900,771,886,1278,1868,3463,6288
1555200,1440x1080,827,1027,1358,2213,3910,7290
2073600,1920x1080,1441,1423,1693,2897,4957,10466
