Scaling Factor,INTER_NEAREST (MAE),INTER_LINEAR (MAE),INTER_CUBIC (MAE),INTER_AREA (MAE),INTER_LANCZOS4 (MAE)
0.1,105.26298394097219,108.16926323784722,112.49137188946759,109.13153139467593,117.85828920717593
0.2,97.30918583622683,99.76001446759258,98.61592990451389,99.37399739583334,105.28769386574075
0.3,100.13703197337964,99.03278175636572,97.01983289930557,93.00099681712962,96.43492151331019
0.4,93.78457429108798,92.39658166956019,89.5887673611111,83.14467122395833,94.43996419270833
0.5,69.96079065393519,75.4017574508102,86.56073640046294,76.94355975115741,105.8306206597222
0.6,91.71564887152776,85.81789243344907,78.55987087673611,81.64888310185187,92.35172887731481
0.7,96.14168583622687,86.98820927372685,72.72715784143519,80.64534686053241,76.11402452256947
0.8,89.60963975694446,82.12570963541667,67.09338758680555,67.88135344328704,71.07777488425926
0.9,96.04186704282407,83.35875651041668,63.88408275462963,78.31818504050925,56.50308485243055
1,0.0,0.0,0.0,0.0,0.0
