Scaling Factor,INTER_NEAREST (PSNR),INTER_LINEAR (PSNR),INTER_CUBIC (PSNR),INTER_AREA (PSNR),INTER_LANCZOS4 (PSNR)
0.1,31.682571423444493,32.35335034132954,31.84655348293664,32.263656855260024,31.48099877505401
0.2,32.92456038186696,33.55368154509194,33.12956741059293,33.45254367623625,32.75915119037632
0.3,33.01581256746691,34.252950214237266,33.77751635773978,34.17552446610762,33.408404931886885
0.4,33.61474471528733,34.722757216338444,34.32562633559864,34.673726785318074,33.90344655933729
0.5,35.5226482769581,34.834411899631796,34.57873058800262,35.21113974101722,34.061202840993765
0.6,33.85632736876498,35.78369159943595,35.81642713033341,35.43577179359385,35.301263847888166
0.7,33.60055854063417,35.955051961382495,36.657020204408745,35.716064006722604,36.28343748832005
0.8,34.13054410136508,36.16425521008865,37.5872538739177,36.20623099240226,37.581772624984815
0.9,33.65620437167725,36.5786246794296,38.555964345437765,36.011003828258204,39.35586805706509
1,inf,inf,inf,inf,inf
