Scaling Factor,INTER_NEAREST (MAE),INTER_LINEAR (MAE),INTER_CUBIC (MAE),INTER_AREA (MAE),INTER_LANCZOS4 (MAE)
0.1,97.99265046296296,122.41387731481481,117.93934027777777,124.97450231481483,122.5879803240741
0.2,92.76962962962965,105.82561342592592,104.48581597222224,113.6348553240741,112.14280671296297
0.3,93.77374421296295,108.15406249999998,104.5565162037037,106.00468750000002,105.6407060185185
0.4,89.14171296296297,102.55265625000001,97.22453125000001,94.69574652777779,103.00913194444445
0.5,63.41364583333335,86.44622106481482,93.59464699074076,83.58281250000002,113.84447337962963
0.6,87.47269675925928,92.04546296296294,81.43201388888887,89.98375,98.36656828703703
0.7,89.64980324074075,93.86533564814816,76.82313657407407,87.99696759259258,82.38042245370369
0.8,85.03928819444444,89.1042013888889,70.89402199074074,74.8085474537037,77.75597222222223
0.9,88.79197337962964,89.27965277777777,67.95339699074076,83.35597222222223,63.35456018518518
1,0.0,0.0,0.0,0.0,0.0
