Linear_0.8,1,2,4,8,16,32
160x90,0.117,0.113,0.216,0.426,0.863,1.722
160x100,0.06,0.123,0.237,0.465,0.928,1.832
160x120,0.069,0.137,0.275,0.551,1.086,2.171
320x180,0.183,0.36,0.713,1.426,2.876,5.759
320x200,0.199,0.392,0.795,1.579,3.184,6.341
320x240,0.234,0.466,0.929,1.867,3.774,7.51
480x270,0.67,0.851,1.724,3.379,6.772,13.447
480x300,0.71,0.911,1.896,3.821,7.615,15.016
480x360,0.48,0.786,1.629,3.171,6.336,12.563
640x360,0.573,1.042,1.656,3.318,6.639,13.188
640x400,0.432,0.865,1.741,3.524,6.956,13.829
640x480,0.61,0.85,1.726,3.481,6.781,13.581
800x450,0.756,0.997,1.998,3.943,7.869,15.609
800x500,0.694,0.908,1.84,3.8,7.424,14.645
800x600,0.687,0.941,2.031,3.738,7.432,14.97
1024x576,1.005,1.964,3.156,6.175,12.251,24.244
1024x640,0.802,1.57,3.165,6.332,12.402,24.96
1024x768,0.828,1.87,3.265,6.528,13.068,26.032
1280x720,0.841,1.928,3.32,6.626,13.701,26.371
1280x800,0.815,1.992,3.58,6.838,13.593,26.34
1280x960,1.171,2.737,4.662,9.277,18.514,37.434
1440x900,1.198,2.607,4.777,9.578,18.922,37.933
1440x1080,1.228,3.909,5.001,10.036,19.537,39.066
1920x1080,3.183,3.476,6.78,13.132,25.819,51.592
