size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32,Empty_Column,size,image_quality,1,2,4,8,16,32
14400,160x90,356,424,675,1009,1777,3341,,14400,160x90,230,296,485,797,1552,3066,,14400,160x90,586,1208,1742,3082,11803,14834,,14400,160x90,451,633,1107,1909,4065,8261,,14400,160x90,325,505,917,1697,3840,7986,,14400,160x90,634,1155,1866,4068,10123,17230,,14400,160x90,2515,4763,9439,18614,36552,72521,,14400,160x90,2389,4635,9249,18402,36327,72246,,14400,160x90,5036,10758,21240,43019,83350,170836
19200,160x120,372,514,738,1161,2197,4191,,19200,160x120,246,359,559,943,1931,4023,,19200,160x120,651,1248,1983,3616,12531,16248,,19200,160x120,454,694,1113,1938,4062,8356,,19200,160x120,328,539,934,1720,3796,8188,,19200,160x120,576,1112,1910,4063,9686,17161,,19200,160x120,2063,3934,7603,14897,29487,58155,,19200,160x120,1937,3779,7424,14679,29221,57987,,19200,160x120,4380,9064,18864,37434,73126,147856
25344,176x144,389,547,843,1309,2476,5010,,25344,176x144,262,391,649,1089,2394,4971,,25344,176x144,771,1314,2067,4069,13444,17861,,25344,176x144,458,704,1172,1982,4151,8569,,25344,176x144,331,548,978,1762,4069,8530,,25344,176x144,597,1120,1958,3997,8803,16985,,25344,176x144,1923,3698,7077,13986,27026,55277,,25344,176x144,1796,3542,6883,13766,26944,55238,,25344,176x144,4049,8333,16531,34374,67605,135994
43200,240x180,435,591,842,1314,2399,4380,,43200,240x180,275,408,614,1030,2138,4350,,43200,240x180,808,1202,1920,3554,12547,16292,,43200,240x180,530,784,1232,2109,4359,8499,,43200,240x180,370,601,1004,1825,4098,8469,,43200,240x180,634,1149,1888,3909,8600,16815,,43200,240x180,2201,4135,7950,15510,30501,60153,,43200,240x180,2041,3952,7722,15226,30240,60123,,43200,240x180,4489,8901,18323,37131,74382,148944
57600,320x180,490,628,841,1180,2087,3617,,57600,320x180,300,404,550,1004,1943,3339,,57600,320x180,614,1166,1744,3168,11835,14808,,57600,320x180,598,848,1285,2087,4325,8515,,57600,320x180,408,624,994,1911,4181,8237,,57600,320x180,568,1223,1836,3964,10031,17214,,57600,320x180,2665,5002,9598,18658,36831,72900,,57600,320x180,2475,4778,9307,18482,36687,72622,,57600,320x180,5059,10450,20494,42421,83456,169202
76800,320x240,537,714,937,1388,2628,4464,,76800,320x240,343,503,724,1204,2370,4697,,76800,320x240,781,1425,1873,3643,12506,16310,,76800,320x240,618,892,1310,2159,4645,8569,,76800,320x240,424,681,1097,1975,4387,8802,,76800,320x240,607,1116,1880,4024,9933,16898,,76800,320x240,2292,4244,7920,15362,30741,60187,,76800,320x240,2098,4033,7707,15178,30483,60420,,76800,320x240,4369,9156,18309,37192,73632,149579
129600,480x270,592,753,894,1234,2156,3936,,129600,480x270,415,527,811,1297,2391,4153,,129600,480x270,733,1095,1722,3239,11818,14839,,129600,480x270,687,958,1320,2161,4377,8897,,129600,480x270,510,732,1237,2224,4612,9114,,129600,480x270,730,1170,1960,3956,10143,17291,,129600,480x270,2764,5133,9657,18891,36988,73461,,129600,480x270,2587,4907,9574,18954,37223,73678,,129600,480x270,4919,10364,20646,41532,82469,165157
172800,480x360,653,786,1030,1413,2487,4951,,172800,480x360,421,587,925,1425,2450,4972,,172800,480x360,799,1310,2016,3708,12585,16342,,172800,480x360,733,963,1401,2175,4429,8964,,172800,480x360,501,764,1296,2187,4392,8985,,172800,480x360,582,1144,1898,4072,10234,17340,,172800,480x360,2404,4320,8129,15643,30591,60666,,172800,480x360,2172,4121,8024,15655,30554,60687,,172800,480x360,4508,9189,18515,37147,73704,147424
230400,640x360,685,858,1022,1332,3662,4267,,230400,640x360,437,673,966,978,2632,4502,,230400,640x360,628,1168,1766,3231,11878,15028,,230400,640x360,780,1062,1446,2219,5918,9122,,230400,640x360,532,877,1390,1865,4888,9357,,230400,640x360,599,1189,1886,3962,10128,17489,,230400,640x360,2849,5217,9739,18835,38476,73533,,230400,640x360,2601,5032,9683,18481,37446,73768,,230400,640x360,4959,10434,21329,42242,82561,166072
