Scaling Factor,INTER_NEAREST (MAE),INTER_LINEAR (MAE),INTER_CUBIC (MAE),INTER_AREA (MAE),INTER_LANCZOS4 (MAE)
0.1,111.46499717078191,109.13206455761318,114.49614017489714,108.42485931069959,119.34098173868315
0.2,102.78350925925926,100.5748659979424,100.39937371399175,101.06604449588475,106.40455066872428
0.3,104.59351748971196,102.64498328189299,101.2184866255144,95.75717849794239,100.24587911522634
0.4,98.15953858024692,96.31977006172839,93.87204552469134,86.81991023662553,98.13121990740741
0.5,73.33680787037038,80.74474048353909,90.80023739711933,81.6691154835391,108.86277854938271
0.6,96.52936779835389,88.7812757201646,82.57686856995885,86.14409979423867,95.978925154321
0.7,100.45291255144035,91.04255169753085,76.91305658436214,84.94178703703702,79.44446373456789
0.8,94.07661162551439,86.76104269547326,70.38019907407407,72.46663991769547,73.24162654320989
0.9,100.24204886831275,86.99574588477367,66.88021733539095,82.34956404320987,57.95068827160493
1,0.0,0.0,0.0,0.0,0.0
