Scaling Factor,INTER_NEAREST (kb),INTER_LINEAR (kb),INTER_CUBIC (kb),INTER_AREA (kb),INTER_LANCZOS4 (kb)
0.1,2700.052734375,2700.052734375,2700.052734375,2700.052734375,2700.052734375
0.2,2700.052734375,2700.052734375,2700.052734375,2700.052734375,2700.052734375
0.3,2700.052734375,2700.052734375,2700.052734375,2700.052734375,2700.052734375
0.4,2700.052734375,2700.052734375,2700.052734375,2700.052734375,2700.052734375
0.5,2700.052734375,2700.052734375,2700.052734375,2700.052734375,2700.052734375
0.6,2700.052734375,2700.052734375,2700.052734375,2700.052734375,2700.052734375
0.7,2700.052734375,2700.052734375,2700.052734375,2700.052734375,2700.052734375
0.8,2700.052734375,2700.052734375,2700.052734375,2700.052734375,2700.052734375
0.9,2700.052734375,2700.052734375,2700.052734375,2700.052734375,2700.052734375
1,2700.052734375,2700.052734375,2700.052734375,2700.052734375,2700.052734375
