Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.21484375,0.1751220703125,0.229931640625,0.17841796875,1.658984375
0.2,0.1879638671875,0.1623046875,0.2050537109375,0.159326171875,1.59619140625
0.3,0.147119140625,0.190869140625,0.344140625,0.1673583984375,1.7499755859375
0.4,0.1652099609375,0.2087890625,0.3555419921875,0.264208984375,1.8543212890625
0.5,0.2133544921875,0.2626708984375,0.4783203125,0.3447998046875,1.961376953125
0.6,0.170166015625,0.249755859375,0.2635498046875,0.2452392578125,2.021240234375
0.7,0.1788818359375,0.2407470703125,0.2269775390625,0.2436279296875,2.2104736328125
0.8,0.1861572265625,0.230126953125,0.25830078125,0.2669921875,2.3410400390625
0.9,0.1927734375,0.2881103515625,0.237744140625,0.343994140625,2.4842041015625
1,0.044580078125,0.0429931640625,0.0466796875,0.04423828125,0.0426513671875
