Scaling Factor,INTER_NEAREST (kb),INTER_LINEAR (kb),INTER_CUBIC (kb),INTER_AREA (kb),INTER_LANCZOS4 (kb)
0.1,1171.927734375,1171.927734375,1171.927734375,1171.927734375,1171.927734375
0.2,1171.927734375,1171.927734375,1171.927734375,1171.927734375,1171.927734375
0.3,1171.927734375,1171.927734375,1171.927734375,1171.927734375,1171.927734375
0.4,1171.927734375,1171.927734375,1171.927734375,1171.927734375,1171.927734375
0.5,1171.927734375,1171.927734375,1171.927734375,1171.927734375,1171.927734375
0.6,1171.927734375,1171.927734375,1171.927734375,1171.927734375,1171.927734375
0.7,1171.927734375,1171.927734375,1171.927734375,1171.927734375,1171.927734375
0.8,1171.927734375,1171.927734375,1171.927734375,1171.927734375,1171.927734375
0.9,1171.927734375,1171.927734375,1171.927734375,1171.927734375,1171.927734375
1,1171.927734375,1171.927734375,1171.927734375,1171.927734375,1171.927734375
