size,image_quality,1,2,4,8,16,32
14400,160x90,87,144,262,518,1120,2684
19200,160x120,100,170,314,632,1509,3442
25344,176x144,114,196,363,743,1731,4227
43200,240x180,87,160,302,620,1532,3573
57600,320x180,74,130,245,502,1182,2731
76800,320x240,101,172,318,637,1613,3428
129600,480x270,88,147,263,511,1164,2681
172800,480x360,102,173,321,644,1493,3443
230400,640x360,88,147,268,533,1224,2775
307200,640x480,89,159,304,622,1477,3421
360000,800x450,89,149,274,532,1226,2845
480000,800x600,106,180,329,685,1545,3548
655360,1024x640,97,164,302,602,1337,3072
786432,1024x768,108,184,343,688,1724,3660
921600,1280x720,94,158,289,575,1291,3066
1024000,1280x800,98,168,314,622,1418,3244
1228800,1280x960,95,175,338,691,1753,3779
