Scaling Factor,INTER_NEAREST (MAE),INTER_LINEAR (MAE),INTER_CUBIC (MAE),INTER_AREA (MAE),INTER_LANCZOS4 (MAE)
0.1,106.02259063720703,101.65874226888022,106.03551076253254,103.31535491943359,112.35711720784505
0.2,100.57463328043619,109.077023824056,109.04389546712238,103.62530517578125,115.96785430908201
0.3,102.60679117838541,96.74393310546874,96.84256591796874,90.55396423339845,96.13040771484374
0.4,96.46714324951174,104.36702219645181,102.94678039550783,92.68291625976563,107.39741160074871
0.5,71.30666758219401,77.04788970947266,88.19313049316406,78.25912729899088,108.26569163004555
0.6,97.03725636800131,90.49646046956379,86.02818247477215,84.72375691731771,97.25217081705729
0.7,97.52596791585287,88.53398132324219,74.89979146321615,81.98608907063803,78.61252644856769
0.8,91.11713205973307,83.42849375406901,69.05810852050783,69.31312561035156,73.81246795654296
0.9,97.27386322021484,84.6048538208008,65.90644327799478,79.45439860026043,59.040582784016934
1,0.0,0.0,0.0,0.0,0.0
