Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.088720703125,0.3251220703125,0.68359375,3.2145751953125,2.288037109375
0.2,0.216943359375,1.2163818359375,2.6142333984375,4.2017822265625,6.151416015625
0.3,0.4131103515625,2.0719482421875,3.07255859375,5.6082275390625,5.6
0.4,0.3453369140625,1.3010009765625,1.9511962890625,2.911181640625,4.0674072265625
0.5,0.333447265625,0.486572265625,1.8683837890625,1.18671875,3.8448974609375
0.6,0.402001953125,1.216455078125,1.6630615234375,2.1849853515625,3.579248046875
0.7,0.5209228515625,2.083642578125,2.8847412109375,3.65654296875,5.9486083984375
0.8,0.554931640625,2.1399658203125,3.0329833984375,3.5583251953125,6.364404296875
0.9,0.615478515625,2.24912109375,2.8820068359375,3.5344970703125,6.0017822265625
1,1.3358642578125,1.239501953125,1.235595703125,1.2235107421875,1.221826171875
