size,image_quality,1,2,4,8,16,32
11,11kb,2248,4495,8969,17968,35938,71828
13,13kb,2255,4497,8995,17988,36020,71917
19,19kb,2249,4493,9021,18025,35987,72039
25,25kb,2253,4505,9006,18007,36075,72152
31,31kb,2265,4513,9024,18057,36088,72202
70,70kb,2251,4501,9036,18037,35984,72131
83,83kb,2257,4503,9018,18087,36129,72166
120,120kb,2260,4517,9037,18093,36225,72331
168,168kb,2264,4517,9049,18099,36182,72350
218,218kb,2254,4517,9031,18073,36133,72336
