Nearest,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,         ,Linear,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,         ,Cubic,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,         ,Area,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,         ,Lanczos4,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,         
160x90,0.0952,0.0787,0.0747,0.0742,0.076,0.0753,0.0747,0.0782,0.0795,0.0348,         ,160x90,0.1354,0.1425,0.1552,0.1694,0.187,0.2,0.2104,0.2325,0.2512,0.0305,         ,160x90,0.1959,0.2136,0.2445,0.2661,0.2928,0.3218,0.3467,0.3823,0.4163,0.0303,         ,160x90,0.1302,0.1392,0.1545,0.1696,0.0244,0.2072,0.2124,0.2365,0.2627,0.031,         ,160x90,0.5167,0.5204,0.5861,0.6365,0.8131,0.7826,0.8099,0.908,0.9857,0.0304,         
160x120,0.0935,0.0909,0.092,0.0928,0.0925,0.0916,0.0929,0.0952,0.0958,0.0355,         ,160x120,0.1661,0.1797,0.1964,0.2181,0.2394,0.2524,0.2689,0.2994,0.3427,0.0399,         ,160x120,0.2452,0.2721,0.3092,0.3422,0.3745,0.4199,0.4448,0.4961,0.5597,0.04,         ,160x120,0.1617,0.1757,0.1979,0.217,0.0253,0.2538,0.2739,0.3064,0.3418,0.0397,         ,160x120,0.6288,0.6722,0.8043,0.8755,0.9296,0.9738,1.0688,1.1703,1.33,0.0391,         
176x144,0.116,0.1145,0.1156,0.1191,0.1143,0.115,0.1216,0.1226,0.1206,0.0442,         ,176x144,0.2107,0.2322,0.2521,0.2852,0.3119,0.3234,0.3682,0.3937,0.434,0.0393,         ,176x144,0.3059,0.355,0.4017,0.4454,0.4886,0.5306,0.6077,0.6428,0.722,0.0452,         ,176x144,0.2045,0.2251,0.2549,0.2837,0.0288,0.3267,0.3695,0.3947,0.4611,0.0438,         ,176x144,0.8251,0.8676,1.0414,1.0548,1.1561,1.2452,1.4167,1.5021,1.6266,0.0427,         
240x180,0.1823,0.1796,0.1847,0.1812,0.1853,0.1967,0.1907,0.1923,0.1973,0.0652,         ,240x180,0.3367,0.3684,0.4076,0.4452,0.4843,0.5424,0.5956,0.6478,0.7083,0.0652,         ,240x180,0.4882,0.5497,0.6298,0.6978,0.7948,0.8936,0.9763,1.1063,1.2008,0.0665,         ,240x180,0.3293,0.3676,0.4133,0.4441,0.0383,0.5536,0.6095,0.6547,0.7115,0.0667,         ,240x180,1.2374,1.3348,1.5669,1.6876,1.8831,2.1093,2.3361,2.5023,2.772,0.0663,         
320x180,0.2434,0.2338,0.2374,0.2507,0.2532,0.2594,0.2477,0.2512,0.2543,0.0863,         ,320x180,0.4319,0.4844,0.5464,0.6024,0.6554,0.7104,0.8053,0.832,0.8846,0.0897,         ,320x180,0.6261,0.7306,0.8287,0.9412,1.0568,1.1504,1.2981,1.3788,1.5078,0.0878,         ,320x180,0.4224,0.4703,0.547,0.5997,0.0488,0.6973,0.7932,0.8643,0.8876,0.0936,         ,320x180,2.0321,2.2028,2.2843,2.6632,2.8992,3.1636,3.3802,3.652,3.8837,0.0952,         
320x240,0.3093,0.3054,0.3044,0.3136,0.3372,0.3285,0.3239,0.3285,0.3334,0.0984,         ,320x240,0.558,0.6217,0.7062,0.7819,0.8528,0.9464,1.0228,1.0859,1.2482,0.0967,         ,320x240,0.8016,0.9526,1.0641,1.2109,1.3766,1.5206,1.6588,1.8153,2.0702,0.0983,         ,320x240,0.5475,0.6163,0.6891,0.7688,0.0602,0.965,1.0043,1.1102,1.2573,0.0974,         ,320x240,2.6492,2.8762,2.8723,3.4789,3.786,4.076,4.4026,4.6729,5.0896,0.103,         
480x270,0.3336,0.3063,0.3038,0.3088,0.3165,0.3267,0.3392,0.3358,0.3461,0.1512,         ,480x270,0.5504,0.5898,0.6599,0.7357,0.808,0.891,0.9948,1.0714,1.1844,0.1545,         ,480x270,0.7693,0.9128,1.0117,1.1522,1.2961,1.4189,1.5958,1.7494,1.8771,0.1531,         ,480x270,0.5432,0.5863,0.6738,0.7258,0.0869,0.8931,1.0203,1.0878,1.1937,0.1534,         ,480x270,2.1791,2.3251,2.6836,3.1658,3.3818,3.3998,3.771,4.1731,4.5868,0.1591,         
480x360,0.3044,0.2775,0.2787,0.2837,0.2928,0.3306,0.3134,0.3171,0.3325,0.1941,         ,480x360,0.5209,0.5787,0.6445,0.7122,0.733,0.8336,0.8601,0.9282,1.0219,0.196,         ,480x360,0.7635,0.8337,0.9564,1.0823,1.1943,1.3212,1.4445,1.5701,1.7131,0.1964,         ,480x360,0.5295,0.5597,0.6201,0.7041,0.1035,0.8252,0.8706,0.9353,1.0029,0.1967,         ,480x360,2.2603,2.4321,2.6665,2.9343,3.2457,3.4609,3.7732,4.0172,4.3019,0.198,         
640x360,0.3137,0.2814,0.2869,0.2936,0.3141,0.3627,0.3287,0.34,0.3604,0.2531,         ,640x360,0.5676,0.6194,0.6737,0.7391,0.8068,0.8406,0.8881,0.948,1.0142,0.2551,         ,640x360,0.7705,0.8912,0.9906,1.1326,1.2307,1.4031,1.5234,1.6506,1.8157,0.2533,         ,640x360,0.5249,0.6066,0.6655,0.7367,0.1362,0.8381,0.948,0.9603,1.0403,0.2538,         ,640x360,2.6254,2.7522,3.0356,3.2723,3.5736,3.7434,4.1165,4.3485,4.6322,0.2584,         
640x480,0.5293,0.5072,0.5129,0.5294,0.5464,0.5571,0.5594,0.5745,0.5841,0.3256,         ,640x480,0.97,1.0615,1.2039,1.3232,1.4607,1.5978,1.7247,1.8606,2.0035,0.3236,         ,640x480,1.4225,1.5754,1.8422,2.0598,2.3091,2.5643,2.8359,3.0773,3.3641,0.3271,         ,640x480,0.9586,1.0471,1.1771,1.3214,0.1689,1.6313,1.7511,1.877,2.0323,0.3273,         ,640x480,3.9574,4.3447,4.8701,5.3782,5.9592,6.3647,6.9697,7.5009,8.0389,0.3287,         
