Nearest,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,         ,Linear,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,         ,Cubic,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,         ,Area,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,         ,Lanczos4,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,         
160x90,0.097,0.0833,0.0768,0.0754,0.0759,0.075,0.0754,0.0778,0.0786,0.035,         ,160x90,0.1354,0.1443,0.1552,0.1692,0.1874,0.1989,0.2113,0.2318,0.2512,0.0345,         ,160x90,0.1958,0.2133,0.2395,0.2635,0.293,0.3162,0.3513,0.3784,0.4137,0.035,         ,160x90,0.1296,0.1387,0.1548,0.1683,0.0236,0.2028,0.2123,0.2308,0.255,0.0338,         ,160x90,0.5098,0.54,0.6006,0.6716,0.8044,0.755,0.8402,0.8993,0.9667,0.0385,         
160x100,0.0826,0.079,0.0787,0.0801,0.0818,0.0792,0.0833,0.0809,0.0852,0.0375,         ,160x100,0.1449,0.1561,0.1699,0.1852,0.2034,0.2184,0.2297,0.2448,0.281,0.0354,         ,160x100,0.2113,0.2325,0.2625,0.2892,0.3209,0.3475,0.3882,0.4059,0.4503,0.0352,         ,160x100,0.1414,0.1508,0.1688,0.1835,0.0239,0.2262,0.2324,0.2487,0.2854,0.0354,         ,160x100,0.552,0.585,0.6697,0.7249,0.8282,0.829,0.905,0.9688,1.0604,0.0338,         
160x120,0.0939,0.0917,0.0916,0.0935,0.093,0.0922,0.0925,0.0952,0.0975,0.0365,         ,160x120,0.1661,0.179,0.1975,0.2158,0.2352,0.2505,0.269,0.3035,0.3373,0.0374,         ,160x120,0.2437,0.2717,0.3064,0.34,0.379,0.4083,0.4415,0.4933,0.5516,0.0358,         ,160x120,0.1636,0.1766,0.1979,0.2183,0.0253,0.2546,0.2739,0.3065,0.3467,0.0367,         ,160x120,0.6212,0.6555,0.7461,0.8475,0.9319,0.9526,1.0431,1.1249,1.2281,0.0375,         
240x180,0.181,0.1802,0.181,0.1848,0.1835,0.1946,0.1895,0.1921,0.197,0.0724,         ,240x180,0.3289,0.3629,0.411,0.4415,0.4803,0.5338,0.5854,0.6448,0.6792,0.0739,         ,240x180,0.4819,0.5637,0.6331,0.71,0.7812,0.9121,0.9653,1.1027,1.1979,0.0729,         ,240x180,0.3237,0.3611,0.4071,0.4507,0.0374,0.5476,0.592,0.6632,0.7087,0.0704,         ,240x180,1.2019,1.3473,1.5457,1.6995,1.8688,2.0706,2.3451,2.5443,2.6924,0.0782,         
320x180,0.2391,0.2347,0.2341,0.2501,0.2518,0.2604,0.251,0.2499,0.2517,0.0958,         ,320x180,0.4326,0.4803,0.5315,0.6018,0.6492,0.7338,0.7946,0.8621,0.9077,0.0955,         ,320x180,0.6243,0.7162,0.8353,0.9114,1.0437,1.1997,1.2828,1.4276,1.4989,0.0961,         ,320x180,0.4222,0.4719,0.5277,0.5964,0.0458,0.7552,0.7911,0.8789,0.906,0.0956,         ,320x180,2.0105,2.2042,2.101,2.6454,2.8965,3.1305,3.3778,3.6504,3.8762,0.0956,         
320x200,0.2621,0.2599,0.2562,0.26,0.2858,0.2793,0.2722,0.2745,0.2787,0.1127,         ,320x200,0.47,0.5225,0.5897,0.6449,0.7255,0.8016,0.8772,0.9683,0.9867,0.106,         ,320x200,0.6902,0.7946,0.9082,1.0126,1.163,1.3275,1.4209,1.5735,1.6351,0.1073,         ,320x200,0.4639,0.5155,0.5807,0.644,0.0494,0.8151,0.8491,0.9689,1.0026,0.1068,         ,320x200,2.2354,2.4263,2.3748,2.5642,3.2167,3.4337,3.2333,3.981,4.3237,0.1055,         
320x240,0.3107,0.3068,0.3049,0.3153,0.3386,0.3241,0.3258,0.3306,0.3346,0.0984,         ,320x240,0.5649,0.6296,0.7113,0.7979,0.8616,0.9596,1.036,1.1084,1.2904,0.0988,         ,320x240,0.8168,0.9362,1.0785,1.235,1.3956,1.5496,1.6881,1.8157,2.0826,0.0977,         ,320x240,0.5477,0.6348,0.6918,0.7717,0.0591,0.9781,1.0057,1.0957,1.2651,0.0981,         ,320x240,2.639,2.87,2.6715,3.4863,3.7856,4.0581,4.3976,4.6536,5.0465,0.1008,         
480x270,0.3325,0.3005,0.3054,0.3058,0.3152,0.3237,0.328,0.3363,0.3497,0.1521,         ,480x270,0.5508,0.6027,0.6515,0.7385,0.8462,0.9005,0.9927,1.0839,1.1503,0.1545,         ,480x270,0.7659,0.8656,1.0179,1.1653,1.2698,1.4055,1.5497,1.7091,1.8414,0.156,         ,480x270,0.5438,0.5828,0.6648,0.7354,0.0851,0.907,0.9998,1.084,1.1635,0.1537,         ,480x270,2.3298,2.5258,2.6271,3.121,3.4453,3.7517,3.9666,4.0629,4.5479,0.1576,         
480x300,0.3511,0.3251,0.3273,0.33,0.3423,0.3483,0.3551,0.37,0.3752,0.1899,         ,480x300,0.5983,0.6509,0.7579,0.8046,0.9127,1.0083,1.0769,1.2092,1.2845,0.1929,         ,480x300,0.8391,0.9939,1.1237,1.2489,1.4105,1.5513,1.7258,1.9022,2.0482,0.188,         ,480x300,0.5889,0.6378,0.7528,0.8154,0.0902,0.9945,1.0951,1.1827,1.2822,0.192,         ,480x300,2.3778,2.554,2.9071,3.1672,3.837,4.1024,4.3705,4.4154,5.1151,0.187,         
