size,image_quality,1,2,4,8,16,32
14400,160x90,215,281,470,773,1499,3131
16000,160x100,232,308,506,843,1693,3375
19200,160x120,246,356,561,926,1875,3978
43200,240x180,269,416,597,994,2015,4416
57600,320x180,287,409,614,882,1645,3437
64000,320x200,318,437,680,1065,2091,4038
76800,320x240,334,478,718,1005,2291,4574
129600,480x270,389,509,794,1280,2237,4045
144000,480x300,367,479,798,1284,2383,4361
172800,480x360,429,604,902,1446,2560,5089
230400,640x360,459,651,990,1331,2538,4496
256000,640x400,491,693,681,1636,2556,4869
307200,640x480,472,724,1132,1801,2990,5368
360000,800x450,526,644,1072,1734,2771,4541
400000,800x500,543,746,1391,1801,3057,5306
480000,800x600,631,955,1054,1998,3324,5975
589824,1024x576,639,950,1245,1986,3024,5299
655360,1024x640,612,920,1451,2119,3348,5894
786432,1024x768,723,1110,1490,2247,3785,6664
921600,1280x720,824,910,1597,2214,3346,6271
1024000,1280x800,785,952,1625,2371,3924,6662
1228800,1280x960,876,1362,1801,2481,4163,7643
1296000,1440x900,748,1340,1852,2549,4113,7037
1555200,1440x1080,951,1357,1544,2694,4565,8524
2073600,1920x1080,898,1605,2137,2956,4946,9837
