size,image_quality,1,2,4,8,16,32
14400,160x90,356,424,675,1009,1777,3341
19200,160x120,372,514,738,1161,2197,4191
25344,176x144,389,547,843,1309,2476,5010
43200,240x180,435,591,842,1314,2399,4380
57600,320x180,490,628,841,1180,2087,3617
76800,320x240,537,714,937,1388,2628,4464
129600,480x270,592,753,894,1234,2156,3936
172800,480x360,653,786,1030,1413,2487,4951
230400,640x360,685,858,1022,1332,3662,4267
307200,640x480,645,836,1075,1535,2795,5457
360000,800x450,707,864,1028,1481,3367,4965
480000,800x600,769,894,1185,1814,4152,6249
655360,1024x640,883,967,1255,1823,3442,7039
786432,1024x768,784,998,1347,2066,3857,7616
921600,1280x720,824,1039,1411,2045,4829,7498
1024000,1280x800,1130,1011,1439,2302,5171,8139
1228800,1280x960,1034,1103,1642,2499,4915,10149
