resolution/frame,1,2,4,8,16,32
160x90,145.18823,143.03381,146.13538,213.65112,226.4165,324.47961
160x100,139.63428,141.66431,147.02539,214.11279,231.5968,320.92725
160x120,136.60828,141.85706,145.57751,213.81152,229.58228,328.17664
320x180,138.98071,201.94495,206.86719,281.08679,369.11694,466.30078
320x200,141.17651,205.00549,208.74719,279.5448,363.53601,473.42078
320x240,139.66711,201.5426,210.29333,281.54407,375.72522,502.57153
480x270,201.59558,206.86047,277.61768,357.75916,440.7312,527.81897
480x300,205.02734,209.38965,277.83264,359.83545,475.65332,561.00122
480x360,204.90002,262.33362,278.19824,406.38843,502.0625,632.80652
640x360,211.68884,267.1582,343.12036,433.51233,512.71985,581.52332
640x400,207.19312,274.93481,340.96228,419.08777,526.95898,624.2583
640x480,212.04846,277.05713,345.88501,481.0061,553.45007,659.16858
800x450,274.27856,277.7168,403.40283,479.39844,571.08435,625.14246
800x500,275.62,279.67944,418.82935,509.71191,559.99902,647.78101
800x600,273.59302,340.68005,423.39832,511.20007,623.2644,634.33154
1024x576,280.71167,348.32251,480.97375,617.86584,677.65479,763.13074
1024x640,276.79993,410.62524,504.79541,610.78821,622.83057,717.09961
1024x768,287.70349,409.49316,553.04236,597.78125,750.67139,767.40259
1280x720,351.87793,462.1936,533.63232,632.43372,769.61609,763.56409
1280x800,347.40466,446.04883,537.30835,626.62549,734.1156,984.60962
1280x960,353.71521,477.44275,608.05273,685.10034,705.43579,837.04028
1440x900,422.3551,470.1106,540.74646,669.04065,756.52173,834.56848
1440x1080,421.31934,539.54724,611.16101,690.422,756.84778,892.63184
1920x1080,481.28931,541.33545,680.65405,718.6897,866.72278,958.01611
