size,image_quality,1,2,4,8,16,32
14400,160x90,62,62,62,64,63,63
19200,160x120,64,62,63,61,64,65
25344,176x144,61,62,62,63,65,63
43200,240x180,65,61,62,64,64,66
57600,320x180,62,62,63,61,64,64
76800,320x240,61,61,62,63,63,67
129600,480x270,68,63,63,63,64,69
172800,480x360,64,64,63,64,62,68
230400,640x360,62,64,63,63,65,69
307200,640x480,64,63,63,66,65,73
360000,800x450,64,64,63,68,74,82
480000,800x600,64,64,64,63,75,88
655360,1024x640,63,61,65,73,77,108
786432,1024x768,62,63,64,66,84,118
921600,1280x720,64,65,64,67,87,124
1024000,1280x800,63,64,66,76,91,132
1228800,1280x960,64,64,67,90,106,134
