size,image_quality,1,2,4,8,16,32
14400,160x90,1,164,1,415,118,739
16000,160x100,1,1,2,2,5,11
19200,160x120,1,1,2,5,7,15
43200,240x180,1,1,4,7,13,23
57600,320x180,1,2,4,11,697,222
64000,320x200,1,2,148,10,21,2507
76800,320x240,72,2,5,348,19,33
129600,480x270,2,4,9,15,962,313
144000,480x300,122,256,65,18,1172,756
172800,480x360,2,7,14,23,37,66
230400,640x360,4,11,19,308,57,1167
256000,640x400,3,11,19,30,49,1181
307200,640x480,5,15,22,38,55,3379
360000,800x450,6,14,24,962,62,1576
400000,800x500,7,17,2764,153,60,2525
480000,800x600,7,19,293,1072,79,2098
589824,1024x576,152,21,1617,258,1187,1004
655360,1024x640,461,25,41,155,1263,1356
786432,1024x768,13,26,37,2551,3992,914
921600,1280x720,16,27,1448,1541,3874,1045
1024000,1280x800,18,32,53,551,3756,407
1228800,1280x960,21,37,59,1150,3449,977
1296000,1440x900,23,36,61,1654,2812,1371
1555200,1440x1080,26,43,68,2457,2102,1457
2073600,1920x1080,26,52,93,1619,3831,959
