size,image_quality,1,2,4,8,16,32,                               ,size,image_quality,1,2,4,8,16,32,                               ,size,image_quality,1,2,4,8,16,32,                               ,size,image_quality,1,2,4,8,16,32,                               ,size,image_quality,1,2,4,8,16,32,                               ,size,image_quality,1,2,4,8,16,32
14400,160x90,12,15,20,34,64,126,,14400,160x90,147,153,167,217,300,495,,14400,160x90,9,9,9,10,10,10,,14400,160x90,24,24,21,20,23,22,,14400,160x90,45,90,179,359,718,1434,,14400,160x90,206,394,762,1458,2913,5725
16000,160x100,12,15,21,36,68,135,,16000,160x100,154,162,181,222,325,533,,16000,160x100,9,9,9,10,10,10,,16000,160x100,24,24,21,20,22,21,,16000,160x100,46,93,185,370,738,1476,,16000,160x100,216,400,766,1467,2932,5786
19200,160x120,12,15,22,38,74,147,,19200,160x120,152,160,191,237,347,579,,19200,160x120,9,9,9,9,10,10,,19200,160x120,23,21,21,20,22,21,,19200,160x120,41,82,164,328,655,1310,,19200,160x120,190,345,669,1297,2551,5086
43200,240x180,12,16,22,40,78,155,,43200,240x180,148,155,184,221,348,593,,43200,240x180,9,9,9,9,10,10,,43200,240x180,24,21,20,20,21,21,,43200,240x180,41,82,164,327,654,1308,,43200,240x180,190,343,668,1298,2559,5048
57600,320x180,12,16,22,38,71,142,,57600,320x180,159,155,180,231,333,528,,57600,320x180,9,9,9,9,10,10,,57600,320x180,24,24,21,20,21,21,,57600,320x180,45,90,179,357,713,1426,,57600,320x180,215,390,758,1445,2896,5729
64000,320x200,12,16,23,40,76,151,,64000,320x200,150,156,184,225,337,560,,64000,320x200,10,9,9,10,10,10,,64000,320x200,24,24,21,20,22,22,,64000,320x200,46,92,185,368,736,1472,,64000,320x200,215,399,763,1466,2931,5768
76800,320x240,13,16,24,43,84,167,,76800,320x240,148,159,185,243,363,615,,76800,320x240,9,9,9,10,10,10,,76800,320x240,24,21,20,20,21,21,,76800,320x240,41,82,164,328,655,1309,,76800,320x240,189,344,673,1288,2574,5087
129600,480x270,13,17,24,43,82,163,,129600,480x270,149,158,183,232,342,561,,129600,480x270,9,9,9,10,10,10,,129600,480x270,24,24,21,20,21,21,,129600,480x270,45,90,179,357,713,1427,,129600,480x270,205,390,762,1451,2895,5715
144000,480x300,13,17,26,45,88,175,,144000,480x300,151,157,181,240,355,606,,144000,480x300,9,9,9,10,10,10,,144000,480x300,23,24,21,20,22,22,,144000,480x300,46,92,184,368,736,1475,,144000,480x300,211,395,770,1466,2919,5765
172800,480x360,14,18,28,50,98,195,,172800,480x360,150,157,192,247,392,663,,172800,480x360,9,9,9,9,10,10,,172800,480x360,23,20,20,20,21,21,,172800,480x360,41,82,164,328,656,1312,,172800,480x360,182,345,671,1300,2567,5063
230400,640x360,13,17,25,44,84,167,,230400,640x360,147,156,178,221,328,526,,230400,640x360,9,9,9,10,10,10,,230400,640x360,23,23,21,20,22,21,,230400,640x360,45,90,179,357,714,1427,,230400,640x360,212,391,759,1449,2892,5701
256000,640x400,13,18,26,47,90,180,,256000,640x400,148,154,175,224,342,556,,256000,640x400,10,9,9,9,10,10,,256000,640x400,23,24,20,20,22,21,,256000,640x400,46,92,184,368,737,1470,,256000,640x400,209,397,762,1464,2923,5760
307200,640x480,14,18,28,52,101,202,,307200,640x480,150,163,187,242,362,601,,307200,640x480,10,9,9,10,10,10,,307200,640x480,23,20,20,20,22,21,,307200,640x480,41,82,164,328,655,1311,,307200,640x480,191,346,671,1304,2557,5053
360000,800x450,15,21,32,58,113,225,,360000,800x450,153,168,202,264,393,675,,360000,800x450,9,9,9,9,10,10,,360000,800x450,23,24,20,20,23,21,,360000,800x450,45,90,179,357,715,1428,,360000,800x450,209,397,751,1463,2882,5710
400000,800x500,15,22,34,63,123,245,,400000,800x500,158,168,198,255,407,716,,400000,800x500,9,9,9,9,10,10,,400000,800x500,23,24,20,20,23,22,,400000,800x500,46,92,184,368,736,1470,,400000,800x500,210,393,758,1463,2941,5785
480000,800x600,16,23,38,71,140,279,,480000,800x600,155,175,204,279,447,793,,480000,800x600,10,9,9,10,10,10,,480000,800x600,23,20,20,20,21,21,,480000,800x600,41,82,164,328,656,1312,,480000,800x600,186,346,666,1303,2562,5043
589824,1024x576,17,25,40,74,144,285,,589824,1024x576,155,168,205,293,432,763,,589824,1024x576,10,9,9,9,10,10,,589824,1024x576,23,24,20,20,22,21,,589824,1024x576,45,90,179,358,716,1431,,589824,1024x576,211,393,750,1453,2925,5712
655360,1024x640,17,26,42,79,156,311,,655360,1024x640,159,171,213,279,464,814,,655360,1024x640,10,9,9,9,10,10,,655360,1024x640,23,24,20,20,22,21,,655360,1024x640,46,92,184,369,737,1472,,655360,1024x640,213,395,760,1467,2929,5764
786432,1024x768,18,28,48,91,179,358,,786432,1024x768,152,181,225,313,516,922,,786432,1024x768,9,9,9,9,10,10,,786432,1024x768,23,20,20,20,22,21,,786432,1024x768,41,82,164,328,656,1311,,786432,1024x768,186,345,669,1302,2557,5060
921600,1280x720,19,29,48,91,179,354,,921600,1280x720,159,168,205,284,451,768,,921600,1280x720,9,9,9,9,10,10,,921600,1280x720,23,24,20,20,22,21,,921600,1280x720,45,89,178,356,712,1425,,921600,1280x720,206,392,762,1451,2893,5719
1024000,1280x800,20,30,52,99,195,388,,1024000,1280x800,164,177,222,305,487,845,,1024000,1280x800,10,9,9,10,10,10,,1024000,1280x800,23,23,20,20,23,22,,1024000,1280x800,46,92,184,368,734,1470,,1024000,1280x800,207,396,769,1472,2959,5796
1228800,1280x960,21,34,59,114,226,450,,1228800,1280x960,163,177,222,313,528,959,,1228800,1280x960,10,9,9,9,10,10,,1228800,1280x960,23,20,20,20,22,21,,1228800,1280x960,41,82,164,326,654,1307,,1228800,1280x960,183,345,673,1296,2558,5073
1296000,1440x900,22,36,63,120,237,472,,1296000,1440x900,168,188,243,349,571,1044,,1296000,1440x900,10,9,9,10,10,10,,1296000,1440x900,23,23,20,20,22,21,,1296000,1440x900,46,92,184,368,735,1471,,1296000,1440x900,210,394,767,1462,2959,5795
1555200,1440x1080,24,40,72,140,277,552,,1555200,1440x1080,173,197,263,380,645,1217,,1555200,1440x1080,10,9,9,9,10,10,,1555200,1440x1080,23,20,20,20,23,21,,1555200,1440x1080,41,82,164,328,657,1311,,1555200,1440x1080,186,346,662,1309,2584,5097
2073600,1920x1080,28,47,86,166,327,652,,2073600,1920x1080,170,196,259,393,688,1297,,2073600,1920x1080,10,9,9,9,10,10,,2073600,1920x1080,23,23,20,20,23,21,,2073600,1920x1080,45,90,179,358,717,1431,,2073600,1920x1080,208,392,762,1468,2932,5747
