Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.248828125,0.2315673828125,0.282861328125,0.217822265625,1.70830078125
0.2,0.179345703125,0.2218505859375,0.338623046875,0.2190673828125,1.848876953125
0.3,0.1917724609375,0.237548828125,0.3064697265625,0.2210205078125,1.871533203125
0.4,0.18466796875,0.226953125,0.3121337890625,0.2512451171875,2.0417236328125
0.5,0.2078369140625,0.2560302734375,0.2957275390625,0.2761474609375,2.12412109375
0.6,0.1982421875,0.2763427734375,0.324462890625,0.331396484375,2.2596923828125
0.7,0.2120361328125,0.315185546875,0.351806640625,0.3028076171875,2.595068359375
0.8,0.178759765625,0.3464111328125,0.4094970703125,0.2958984375,2.6923828125
0.9,0.1847412109375,0.2948974609375,0.4147216796875,0.314306640625,2.74736328125
1,0.1275390625,0.12763671875,0.155419921875,0.1617919921875,0.1682373046875
