Nearest_0.2,1,2,4,8,16,32
160x90,77.725,78.739,83.032,117.499,132.083,191.759
160x100,76.878,79.644,82.91,118.088,133.938,192.371
160x120,76.627,79.156,83.065,119.78,135.01,196.594
320x180,79.057,108.559,114.994,156.675,211.68,281.353
320x200,78.638,109.942,114.788,157.02,212.992,283.562
320x240,79.31,109.776,118.718,158.6,217.631,295.662
480x270,108.994,111.98,151.267,193.953,258.867,355.092
480x300,109.512,112.561,153.082,204.874,279.608,327.057
480x360,108.307,143.687,153.183,232.386,308.185,356.492
640x360,109.883,147.906,191.026,241.884,299.396,384.305
640x400,111.006,147.788,190.365,251.463,308.006,354.714
640x480,111.011,150.355,199.076,264.061,309.024,364.163
800x450,141.105,154.135,224.863,283.288,385.557,383.968
800x500,142.427,153.867,229.36,291.444,392.149,357.91
800x600,146.06,185.9,239.193,318.825,331.157,523.282
1024x576,146.898,192.065,276.876,309.234,427.456,608.269
1024x640,147.755,223.769,257.729,321.274,501.913,680.7
1024x768,151.185,228.612,296.144,383.691,499.676,731.249
1280x720,181.26,237.909,301.758,374.447,483.372,504.982
1280x800,184.545,256.952,347.325,470.221,511.525,822.758
1280x960,189.401,261.375,345.859,401.23,535.134,908.388
1440x900,221.201,279.785,338.6,426.04,658.291,656.061
1440x1080,226.092,287.564,380.483,462.133,687.724,946.422
1920x1080,251.714,340.37,396.996,675.291,663.918,1032.762
