size,image_quality,1,2,4,8,16,32
14400,160x90,76,76,76,76,76,76
16000,160x100,75,75,76,76,76,77
19200,160x120,76,76,80,76,77,76
43200,240x180,76,74,79,75,76,78
57600,320x180,75,77,75,77,77,76
64000,320x200,75,80,76,77,75,77
76800,320x240,75,76,77,76,78,78
129600,480x270,76,76,75,74,76,80
144000,480x300,76,77,76,77,79,78
172800,480x360,75,76,75,78,78,83
230400,640x360,75,75,76,77,79,81
256000,640x400,74,77,77,77,83,90
307200,640x480,76,77,79,78,84,93
360000,800x450,76,76,77,80,85,94
400000,800x500,76,76,80,78,86,95
480000,800x600,77,76,78,79,90,98
589824,1024x576,76,76,78,79,91,114
655360,1024x640,76,77,81,84,89,119
786432,1024x768,77,77,78,81,95,126
921600,1280x720,76,77,77,85,99,134
1024000,1280x800,77,77,79,89,103,142
1228800,1280x960,75,78,79,89,116,146
1296000,1440x900,76,78,79,93,117,149
1555200,1440x1080,75,81,85,93,128,159
2073600,1920x1080,77,79,92,116,140,196
