Scaling Factor,INTER_NEAREST (MAE),INTER_LINEAR (MAE),INTER_CUBIC (MAE),INTER_AREA (MAE),INTER_LANCZOS4 (MAE)
0.1,103.79211154513891,109.08425347222223,111.3115744357639,111.2854665798611,118.72086046006942
0.2,98.46790147569446,98.86239691840277,99.037333984375,100.10897460937498,106.75389214409722
0.3,100.44991210937499,98.93052517361113,97.98545030381945,92.93683919270835,96.4584060329861
0.4,94.62361328124999,91.6713129340278,89.49523546006945,82.02466796875,95.59256076388887
0.5,65.01665147569443,73.01268012152777,85.17217013888889,71.69290581597224,109.86308268229166
0.6,92.79487304687498,84.64976888020831,76.29579318576387,80.27372070312501,93.71294053819443
0.7,96.12587348090278,85.50973524305554,70.94694661458334,79.00041232638888,75.18258355034722
0.8,90.3326291232639,79.8179340277778,65.07191731770833,65.08835503472223,70.63775716145834
0.9,96.18934136284723,81.26047200520834,62.69395724826389,76.58464518229165,56.01811848958333
1,0.0,0.0,0.0,0.0,0.0
