Scaling Factor,INTER_NEAREST (MAE),INTER_LINEAR (MAE),INTER_CUBIC (MAE),INTER_AREA (MAE),INTER_LANCZOS4 (MAE)
0.1,97.36306249999998,118.66998958333332,118.17996874999997,124.73268749999997,124.32936979166666
0.2,93.04888020833333,105.56811979166665,104.22312500000001,111.71320833333331,112.53037500000002
0.3,94.90642187499999,108.01966666666667,104.91875000000002,104.68577083333335,105.08099999999999
0.4,89.779859375,100.42395833333332,95.53335416666665,92.40661979166667,101.16902604166668
0.5,63.0451875,84.024203125,92.27299479166665,80.89352083333334,113.37705729166666
0.6,88.08152604166665,90.37127604166666,81.02049479166668,87.94169791666668,97.80198958333334
0.7,91.09089583333333,91.54073437500001,75.44226041666666,86.19877604166665,80.59400000000001
0.8,85.97636979166667,85.99705208333332,69.85907291666668,72.30201562499998,76.70453645833334
0.9,90.07042708333334,87.48724479166665,67.68627604166669,81.94747916666667,62.52054166666666
1,0.0,0.0,0.0,0.0,0.0
