Scaling Factor,INTER_NEAREST (ms),INTER_LINEAR (ms),INTER_CUBIC (ms),INTER_AREA (ms),INTER_LANCZOS4 (ms)
0.1,0.014599609375,0.0279541015625,0.043212890625,0.1350830078125,0.1072021484375
0.2,0.0196044921875,0.062109375,0.1203125,0.174609375,0.265283203125
0.3,0.0312255859375,0.116943359375,0.2117919921875,0.4183837890625,0.4293212890625
0.4,0.04150390625,0.1980224609375,0.301513671875,0.446826171875,0.6019775390625
0.5,0.0576416015625,0.1031494140625,0.3958251953125,0.0296630859375,0.8053955078125
0.6,0.078076171875,0.3696044921875,0.50390625,0.6756103515625,1.026220703125
0.7,0.102001953125,0.453466796875,0.628564453125,0.8954833984375,1.3194091796875
0.8,0.12431640625,0.6049560546875,0.762841796875,0.9880126953125,1.634912109375
0.9,0.169677734375,0.65029296875,0.89326171875,1.2561279296875,1.8508056640625
1,0.032568359375,0.03369140625,0.0327392578125,0.0338623046875,0.0329833984375
