Scaling Factor,INTER_NEAREST (kb),INTER_LINEAR (kb),INTER_CUBIC (kb),INTER_AREA (kb),INTER_LANCZOS4 (kb)
0.1,675.052734375,675.052734375,675.052734375,675.052734375,675.052734375
0.2,675.052734375,675.052734375,675.052734375,675.052734375,675.052734375
0.3,675.052734375,675.052734375,675.052734375,675.052734375,675.052734375
0.4,675.052734375,675.052734375,675.052734375,675.052734375,675.052734375
0.5,675.052734375,675.052734375,675.052734375,675.052734375,675.052734375
0.6,675.052734375,675.052734375,675.052734375,675.052734375,675.052734375
0.7,675.052734375,675.052734375,675.052734375,675.052734375,675.052734375
0.8,675.052734375,675.052734375,675.052734375,675.052734375,675.052734375
0.9,675.052734375,675.052734375,675.052734375,675.052734375,675.052734375
1,675.052734375,675.052734375,675.052734375,675.052734375,675.052734375
